name,location_name,category_name,address,city,state,zip_code,violations,current_demerits,inspection_demerits,business_id,neighborhood,rating,review_count,accepts_insurance,ages_allowed,alcohol,ambience,byob,byob_corkage,best_nights,bike_parking,business_accepts_bitcoin,business_accepts_creditcards,business_parking,byappointmentonly,caters,coat_check,corkage,dietary_restrictions,dogs_allowed,drive_thru,good_for_dancing,good_for_kids,good_for_meal,hair_specializes_in,happy_hour,has_tv,music,noise_level,open_24_hours,outdoor_seating,restaurants_attire,restaurants_counter_service,restaurants_delivery,restaurants_good_for_groups,restaurants_price_range2,restaurants_reservations,restaurants_table_service,restaurants_takeout,smoking,wheelchair_accessible,wifi
Norm's Eggs Cafe,Norm's Eggs Cafe,Restaurant,3655 S Durango 29,Las Vegas,Nevada,89147,38,0,92,YkAcruXbhN6sHDXn0jcySw,Spring Valley,3.5,183,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,0,Null,1,2,Null,Null,1,Null,1,Null,1,0,Null,0,1,1,0,1,1,Null,1,1
Capriotti's Sandwich Shop,Capriotti's Sandwich Shop,Restaurant,8090 Blue Diamond Rd,Las Vegas,Nevada,89178,23,45,47,yie1IIw2dlfy5n6ywvHUvw,Southwest,3.5,108,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,1,0,Null,1,1,1,0,0,1,Null,0,0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,840 S Rancho Dr,Las Vegas,Nevada,89106,33,101,83,JXvLE5CRN88sccZtNeMIrQ,,2.5,38,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,Null,Null,Null,Null,Null,1,Null,1,0,Null,Null,0,Null,2,Null,0,0,Null,0,0,1,0,0,1,Null,Null,0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,840 S Rancho Dr,Las Vegas,Nevada,89106,33,101,83,bUEc1ZDgfZPymHyUXEiiNg,Downtown,3.5,56,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,0,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,1,0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,2151 N Rancho Dr,Las Vegas,Nevada,89106,71,18,188,JXvLE5CRN88sccZtNeMIrQ,,2.5,38,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,Null,Null,Null,Null,Null,1,Null,1,0,Null,Null,0,Null,2,Null,0,0,Null,0,0,1,0,0,1,Null,Null,0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,2151 N Rancho Dr,Las Vegas,Nevada,89106,71,18,188,bUEc1ZDgfZPymHyUXEiiNg,Downtown,3.5,56,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,0,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,1,0
Roma Pizza,Roma Pizza,Restaurant,4310 E Tropicana Ave #4,Las Vegas,Nevada,89121,89,0,149,VpFUraD3fuFY9qCcvgMntA,Eastside,4.0,31,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,1,Null,0,0,Null,1,1,2,0,0,1,Null,Null,0
Molly's,Molly's,Bar / Tavern,6430 Sky Pointe Dr 130,Las Vegas,Nevada,89131,12,0,16,GClknRUsIYiT-PS0ICRzYg,Centennial,2.5,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Kathy's Southern Cooking,Kathy's Southern Cooking,Restaurant,3799 E Desert Inn Rd,Las Vegas,Nevada,89121,22,36,42,MoaI-2jJCVoiSD0nCi2qdw,Eastside,4.0,34,Null,Null,0,1,Null,Null,Null,Null,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,0,Null,0,0,Null,1,1,2,0,1,1,Null,Null,0
Bambino's East Coast Pizzeria,Bambino's East Coast Pizzeria,Restaurant,2555 S Durango Dr,Las Vegas,Nevada,89117,48,8,115,SgSVJWgMwFteYyz4OlHu9Q,The Lakes,4.5,277,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,1,1,1,0,1,1,Null,1,1
Subway,Subway,Restaurant,7121 W Craig Rd,Las Vegas,Nevada,89129,28,0,49,4l1cmNrXBOLVUJR29MDp3A,Centennial,2.5,32,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,0,Null,1,1,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,1,1,Null,Null,0
Subway,Subway,Restaurant,7121 W Craig Rd,Las Vegas,Nevada,89129,28,0,49,YPCbxsAPYOo3kRMbhfxFzw,Northwest,2.5,18,Null,Null,0,0,Null,Null,Null,0,Null,1,1,Null,1,Null,Null,Null,Null,0,Null,1,0,Null,Null,0,Null,0,Null,1,0,Null,0,1,1,0,0,1,Null,1,0
Subway,Subway,Restaurant,7121 W Craig Rd,Las Vegas,Nevada,89129,28,0,49,gloqQrObDeVaL_o3hb35PQ,Northwest,2.0,20,Null,Null,0,0,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,0,Null,1,1,Null,Null,0,Null,0,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Subway,Subway,Restaurant,7121 W Craig Rd,Las Vegas,Nevada,89129,28,0,49,AurgTYGyCItvvgFp9NQBag,Northwest,2.5,12,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,Null,Null,Null,Null,Null,0,Null,1,1,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,Null
Subway,Subway,Restaurant,7121 W Craig Rd,Las Vegas,Nevada,89129,28,0,49,P4MSmTvAVeW3is2RORWosA,Northwest,2.5,25,Null,Null,0,0,Null,Null,Null,0,Null,1,0,Null,1,Null,Null,Null,Null,0,Null,1,0,Null,Null,0,Null,0,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
La Takiza,La Takiza,Restaurant,3762 E Flamingo Rd,Las Vegas,Nevada,89121,11,2,24,47Ce56CE_NnzdmCozdMQng,Eastside,4.5,3,Null,Null,0,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,0,0,Null,Null,1,1,0,0,1,Null,1,Null
Pho Little Saigon,PHO LITTLE SAIGON,Restaurant,9210 S EASTERN,Henderson,Nevada,89123,167,279,403,ZBPwZv0QFWF9QGyR7LbIsA,Southeast,3.5,126,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,1,1,Null,Null,0
Lake Mead Tavern,Lake Mead Tavern,Bar / Tavern,5841 E Lake Mead Blvd,Las Vegas,Nevada,89156,19,30,31,tmHsUSpJX1UxroS-dGHlMg,Sunrise,4.0,5,Null,Null,Null,0,Null,Null,Null,0,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,1,1,Null,Null,Null,0,Null,Null,Null,1,1,0,Null,Null,Null,Null,0
Yoshinoya,Yoshinoya,Restaurant,4808 S Maryland Pkwy,Las Vegas,Nevada,89119,38,81,81,w5LUtmw4G1KD7qAntqGd9w,University,3.0,100,Null,Null,0,0,Null,1,Null,0,Null,1,1,Null,0,Null,0,Null,Null,0,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,1,0
Inka Grill,Inka Grill,Restaurant,9400 S Eastern Ave,Las Vegas,Nevada,89123,84,126,185,zt9RLUIU32fZYOBh2L0NNQ,Southeast,3.5,69,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,0,Null,0,0,Null,0,1,2,1,1,1,Null,1,0
Flamingo Pizza,FLAMINGO PIZZA,Restaurant,3500 WYNN,Las Vegas,Nevada,89103,89,12,235,OFNXLfKbnsh7zV6Iu3EbyA,Chinatown,2.5,325,Null,Null,0,1,Null,Null,Null,1,0,1,2,Null,1,Null,Null,Null,Null,Null,Null,1,3,Null,Null,1,Null,0,Null,1,0,Null,1,1,2,1,1,1,Null,1,1
Mixers Ice Cream & Boba,MIXERS ICE CREAM & BOBA,Snack Bar,5625 S RAINBOW Blvd D,Las Vegas,Nevada,89118,42,3,72,VmspRdKauEargr8YX1oL-Q,Spring Valley,4.5,148,Null,Null,Null,Null,Null,Null,Null,1,0,1,1,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1,Null,1,0
Tortas El Rey,Tortas El Rey,Restaurant,1900 E Charleston Blvd,Las Vegas,Nevada,89104,67,72,113,D1J0-sFI1ul-9l3CwjvvwA,Downtown,3.5,5,Null,Null,0,0,Null,Null,Null,0,Null,1,0,Null,0,Null,Null,Null,Null,Null,Null,1,0,Null,Null,0,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,Null,0
Mimi's Cafe,Mimi's Cafe,Restaurant,6760 N Durango Dr,Las Vegas,Nevada,89149,22,0,52,3rj1qpgFvkRWtAka17mhEQ,Centennial,3.0,234,Null,Null,2,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,5,Null,Null,0,Null,1,Null,1,0,Null,0,1,2,1,1,1,Null,1,0
Beauty Bar,Beauty Bar,Bar / Tavern,517 Fremont St,Las Vegas,Nevada,89101,45,66,95,DV13F0bhe55dV1AhwoO50g,Downtown,3.0,211,Null,2,2,1,Null,Null,3,1,0,1,1,Null,Null,0,Null,Null,0,Null,1,0,Null,Null,1,0,1,3,Null,1,Null,Null,Null,1,2,0,Null,Null,1,1,0
Capriotti's Sandwich Shop,Capriotti's Sandwich Shop,Restaurant,4983 W Flamingo Rd,Las Vegas,Nevada,89103,27,0,57,1bALsE6aZE23mGV2WPxN_g,,4.0,129,Null,Null,0,1,Null,Null,Null,0,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,1,0
Chang's Hong Kong Cuisine,Chang's Hong Kong Cuisine,Restaurant,4670 S Decatur Blvd,Las Vegas,Nevada,89103,180,198,466,OHFH6ALQqq35NiEbD1eXuw,,3.5,519,Null,Null,1,1,Null,2,Null,0,Null,1,1,Null,0,Null,1,Null,0,Null,Null,1,2,Null,Null,0,Null,1,0,0,0,Null,0,1,2,1,1,1,Null,1,1
Courtyard Deli,Courtyard Deli,Restaurant,3360 W Sahara Ave,Las Vegas,Nevada,89102,25,48,59,JsAR0hNX-5zA-CMsYW4NLQ,Westside,4.5,8,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,0,Null,Null,0,Null,0,Null,1,0,Null,1,1,1,0,1,1,Null,Null,0
Mimi's Cafe,Mimi's Cafe,Restaurant,7315 Arroyo Crossing Pkwy,Las Vegas,Nevada,89113,10,15,19,pRlO48w4GkWEPEYIH2tHsw,Spring Valley,3.0,65,Null,Null,2,1,Null,Null,Null,Null,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,3,Null,Null,1,Null,1,Null,1,0,Null,0,1,2,1,1,1,Null,1,0
New York Pizza & Pasta,New York Pizza & Pasta,Restaurant,2400 S Jones Blvd,Las Vegas,Nevada,89146,99,73,202,HUWLnKD5LSZY134amUO2Rg,Westside,4.0,256,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,1,1,1,0,1,1,Null,1,1
Sambalatte Torrefazione,Sambalatte Torrefazione,Restaurant,750 S Rampart Blvd STE9,Las Vegas,Nevada,89145,41,6,94,rq5dgoksPHkJwJNQKlGQ7w,Westside,4.0,832,Null,Null,0,2,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,1
Luna Rossa,Luna Rossa,Restaurant,450 Fremont St,Las Vegas,Nevada,89101,19,24,44,FvC3W9E6rXUYx-cTxbnUiA,Downtown,3.0,33,Null,Null,2,1,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,Null,Null,Null,0,1,0,Null,Null,1,Null,1,Null,1,0,Null,Null,1,2,1,1,1,2,1,Null
Pastry Palace,Pastry Palace,Snack Bar,4523 W Sahara Ave,Las Vegas,Nevada,89102,33,33,72,87YsVbCN_kfzheY79Fzjkg,Westside,4.0,209,Null,Null,Null,Null,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,2,Null,Null,1,Null,1,Null
Corner Thai Kitchen,Corner Thai Kitchen,Restaurant,9575 W Tropicana Ave 1,Las Vegas,Nevada,89147,59,0,152,qKn9nynsVYIST8rf6tEFRQ,Spring Valley,4.0,150,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,0,Null,0,0,Null,1,1,2,0,1,1,Null,1,0
Tofu Hut,Tofu Hut,Restaurant,3920 Spring Mountain Rd,Las Vegas,Nevada,89102,120,106,253,0w3BdEOxvwKTpypwbN5kiQ,Chinatown,3.5,669,Null,Null,1,1,0,1,Null,0,Null,1,1,Null,0,Null,0,Null,Null,Null,Null,1,3,Null,Null,1,Null,1,Null,0,0,Null,0,1,2,0,1,0,Null,1,0
Marco's Pizza,Marcos Pizza,Restaurant,8795 W Warm Springs Rd,Las Vegas,Nevada,89148,40,51,58,hrNIDao4XnOhrv7aaFehTg,Southwest,3.5,163,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,1,0,2,0,0,1,Null,1,0
Fuzziwig's Candy Factory,FUZZIWIGS CANDY LV PREMIUM OUTLETFuzziwigs Candy L,Confection,775 S Grand Central Pkwy,Las Vegas,Nevada,89106,23,45,53,nV2EI2KtETq3eLUZsK3NSQ,Downtown,3.5,5,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2,Null,Null,Null,Null,Null,Null
Nu Sanctuary Lounge,Nu Sanctuary Lounge,Bar / Tavern,6605 Las Vegas Blvd,Las Vegas,Nevada,89119,7,20,34,stbX9rtRIpDF-VymOwHJ8w,Southeast,2.5,69,Null,Null,2,1,Null,Null,3,Null,Null,1,3,Null,Null,0,Null,Null,Null,Null,1,0,1,Null,1,1,2,1,Null,1,0,Null,0,1,3,1,1,1,1,1,0
Sun's Beef Jerky,Sun's Beef Jerky,Concessions,1300 W SUNSET St,Las Vegas,Nevada,89104,1,0,0,Ve_qB9oxIbJfd-v7MImBlQ,Downtown,5.0,4,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,Null
Popped,Popped,Restaurant,9480 S Eastern Ave,Las Vegas,Nevada,89123,4,9,7,OGQ_6nIn4QQL2U6t0XeHtA,,4.5,205,Null,Null,0,Null,Null,Null,Null,1,0,1,1,0,1,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,1,Null,Null,1,Null,1,Null
Samurai Sam's,Samurai Sam's,Restaurant,4175 S Grand Canyon Dr 103,Las Vegas,Nevada,89147,57,84,124,iIwMJdDuExGrOqkSAyPb9A,Spring Valley,3.0,99,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Island Breeze,Island Sushi & Grill,Food Trucks / Mobile Vendor,9400 S Eastern Ave 103,Las Vegas,Nevada,89123,2,0,1,PB7Fc2yCSjrELsrBJWKCSA,Southeast,4.0,19,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,0,Null,1,0,Null,0,1,1,0,0,1,Null,Null,1
Dunkin' Donuts,FIRST CUP LV CHARLESTON & DESERT FOOTHILLS LLC,Restaurant,11710 W Charleston Blvd,Las Vegas,Nevada,89135,45,47,85,1i9T1uoG_J3aRfprALvNGQ,Summerlin,3.0,100,Null,Null,0,Null,Null,Null,Null,1,Null,1,1,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,0,Null,1,Null,Null,1,Null,1,1
Jersey Mike's Subs,JERSEY MIKE'S SUBS,Restaurant,8780 W Charleston Blvd 102,Las Vegas,Nevada,89117,28,40,51,Oqqnw0Rz77sMDPHS_eN2aA,Westside,4.0,85,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,0,Null,1,1,Null,Null,1,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,Null,0
Beach Cafe,Beach Cafe,Restaurant,7750 S Jones Blvd 101,Las Vegas,Nevada,89139,55,36,105,atVh8viqTj-sqDJ35tAYVg,Southwest,3.5,280,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,0,Null,1,3,Null,Null,1,Null,1,Null,1,0,Null,1,1,1,0,1,1,Null,1,1
Rocky Mountain Chocolate Factory,Rocky Mtn Choc Po @ ORLEANS CASINO,Confection,4500 W Tropicana Ave,Las Vegas,Nevada,89103,35,108,80,0K4tCSMV6BqFxOsgZFqfVw,,3.5,22,Null,Null,Null,Null,Null,Null,Null,0,Null,1,2,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2,Null,Null,1,Null,1,Null
Double Yoke,DOUBLE YOKE,Restaurant,6050 Sky Pointe Dr,Las Vegas,Nevada,89130,21,0,24,x_L9NCBxx4Mb4cOnnRMibw,Centennial,4.0,12,Null,Null,2,0,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,1,1,Null,Null,Null
Port of Subs,Port of Subs,Restaurant,949 S Rainbow Blvd 3C,Las Vegas,Nevada,89145,52,134,129,Lt_ytMJKMQ3lpBDYaANreA,Westside,3.0,42,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
El Taco Feliz,El Taco Feliz,Restaurant,4755 W Flamingo Rd E,Las Vegas,Nevada,89103,53,42,121,CLthP1yn32xlBswIbsLIjQ,,3.5,96,Null,Null,2,1,0,1,Null,0,Null,1,1,Null,1,Null,0,Null,Null,Null,Null,1,3,Null,Null,1,Null,0,Null,0,0,Null,1,1,1,0,0,1,Null,1,0
Cariba Charlie's,Cariba Charlie's,Restaurant,4835 S Rainbow Blvd 204,Las Vegas,Nevada,89103,42,3,68,vATbGMxLd9cZ3VY_GZAIJw,Spring Valley,3.5,10,Null,Null,2,0,Null,Null,Null,1,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,0,0,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,Null,Null,Null,Null,1
Master Donuts,Master Donuts,Restaurant,2300 E Desert Inn Rd,Las Vegas,Nevada,89169,51,60,89,qjyOjCHG9lOkZnAa8jIQ1g,Eastside,4.5,86,Null,Null,Null,Null,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1,Null,1,Null
Hawaiian Style Poke,CTR@SPR MTN-Hawaiian Style Poke,Restaurant,3524 Wynn Rd,Las Vegas,Nevada,89103,34,36,89,pi4FLFEOn9AhNUxiLbBeHg,Chinatown,4.0,202,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,0,Null,1,0,Null,0,0,2,1,0,1,Null,1,0
CREAM,CREAM INC @ SHOPS AT SUMMERLIN,Restaurant,1980 FESTIVAL PLAZA,Las Vegas,Nevada,89135,7,21,15,Ed47ZME7NcLTZeIBUYsdog,South Summerlin,3.5,320,Null,Null,0,Null,Null,Null,Null,1,0,1,1,0,Null,Null,Null,Null,0,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,1,Null,Null,1,Null,1,1
See's Candies,See's Candies,Confection,10300 W Charleston Blvd,Las Vegas,Nevada,89135,23,6,20,0jriM09IvPdCLgr509vbrQ,Summerlin,4.5,32,Null,Null,Null,Null,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2,Null,Null,1,Null,Null,Null
Chopstix Express,Chopstix Express LLC,Restaurant,2625 S Decatur Blvd,Las Vegas,Nevada,89102,83,153,192,xmeEyBVC5zN-FCX5qZviIQ,Westside,3.0,71,Null,Null,0,1,Null,Null,Null,0,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,0,Null,1,0,Null,1,1,1,0,0,1,Null,1,0
Milano's Pizza Di Roma,Milano's Pizza Di Roma,Restaurant,2916 Lake East Dr,Las Vegas,Nevada,89117,7,32,24,APkr8bzYE0xiePqmAqPzYg,The Lakes,2.0,9,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,0,Null,0,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,0,0,Null,1,0,2,0,0,1,Null,Null,0
La Playita Restaurant,La Playita Restaurant,Restaurant,2238 N Pecos Rd,Las Vegas,Nevada,89115,54,96,120,JXWDWoW4dDGcbaU2BQq8Og,,4.5,26,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,1,Null,0,0,Null,0,1,2,Null,1,1,Null,1,0
Pho Rose,Pho Rose,Restaurant,1750 N Buffalo Dr 107,Las Vegas,Nevada,89128,90,142,228,l4qomOr-2ZDOjWXSZXpzZg,,3.5,111,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,0,Null,0,0,Null,0,1,1,0,1,1,Null,Null,0
Alexander's Pizza,Alexander's Pizza,Restaurant,5020 Broadbent Blvd #4,Las Vegas,Nevada,89122,58,117,119,4aAf2nAr86lcDHzqWSaYuQ,Southeast,3.5,93,Null,Null,0,1,Null,Null,Null,0,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,1,Null,0,0,Null,1,0,2,0,0,1,Null,0,0
Patisserie Manon,Patisserie Manon,Restaurant,8751 W Charleston Blvd 110,Las Vegas,Nevada,89117,55,82,144,A0X1baHPgw9IiBRivu0G9g,Westside,4.0,688,Null,Null,0,1,Null,Null,Null,1,Null,1,1,0,1,Null,Null,Null,0,Null,Null,1,3,Null,Null,0,Null,1,Null,1,0,Null,0,1,1,1,0,1,Null,1,1
Pho Saigon 8,Pho Saigon 8,Restaurant,5650 Spring Mountain Rd,Las Vegas,Nevada,89146,103,6,256,M30I1NPl5JuHthxo1IXPGg,Chinatown,3.5,503,Null,Null,2,1,0,1,Null,1,Null,1,1,Null,0,Null,0,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,1,1,1,Null,0,0
Crown Bakery,Crown Bakery,Snack Bar,4355 Spring Mountain Rd,Las Vegas,Nevada,89102,30,245,94,bcJmbFHVAkLFqhJbUTdbyQ,Chinatown,4.0,342,Null,Null,Null,Null,Null,Null,Null,1,Null,1,1,0,1,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,0,Null,Null,0,Null,1,Null,Null,1,Null,1,1
Monta Ramen,Monta Ramen,Restaurant,5030 Spring Mountain Rd 6&7,Las Vegas,Nevada,89146,98,60,231,UPIYuRaZvknINOd1w8kqRQ,Chinatown,4.0,2499,Null,Null,1,1,Null,Null,Null,0,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,0,1,0,1,1,Null,1,0
El Cordobes,El Cordobes,Restaurant,5020 E Tropicana Ave,Las Vegas,Nevada,89122,55,99,100,ifkCEpYaSAUT3WVQNxwvXA,Eastside,4.5,22,Null,Null,1,0,Null,Null,Null,0,0,0,1,Null,1,Null,Null,Null,0,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,1,1,Null,1,0
China Kitchen,CHINA KITCHEN,Restaurant,4985 E CRAIG Rd,Las Vegas,Nevada,89115,76,132,147,9iNZ2o5jt-zpdMoAOgd7_g,,3.5,24,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,1,Null,0,0,Null,1,1,1,0,1,1,Null,Null,0
Market Grille Cafe,Market Grille Cafe,Restaurant,7070 N Durango Dr,Las Vegas,Nevada,89149,33,0,39,qRymrsLmlA34bC8PvNoujg,Centennial,4.0,526,Null,Null,1,1,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,1,0,Null,0,1,2,1,1,1,Null,1,0
Market Grille Cafe,Market Grille Cafe,Restaurant,7920 W Tropical Pkwy,Las Vegas,Nevada,89149,14,0,49,qRymrsLmlA34bC8PvNoujg,Centennial,4.0,526,Null,Null,1,1,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,1,0,Null,0,1,2,1,1,1,Null,1,0
Pho 87,Pho 87,Restaurant,3620 S Jones Blvd,Las Vegas,Nevada,89103,93,338,199,m51uL1LZhKYf2y_yG4NEng,Chinatown,3.5,320,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,0,Null,Null,1,2,Null,Null,1,Null,0,Null,0,0,Null,0,1,2,0,1,1,Null,1,1
China One,China One,Restaurant,921 S Rainbow Blvd,Las Vegas,Nevada,89145,117,128,267,rx1AEnleVRWMNz6vB-YhfQ,Westside,3.5,115,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,1,1,1,0,1,1,Null,Null,0
Sweet Tomatoes,Sweet Tomatoes,Restaurant,9460 W Flamingo Rd,Las Vegas,Nevada,89147,61,113,112,mmbXj7CmjGbH-wR3j6cD0w,Spring Valley,3.5,314,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,1,0,Null,0,1,2,0,0,1,Null,1,0
