Accepts Apple Pay,business_accepts_bitcoin,business_accepts_creditcards,Accepts Google Pay,alcohol,ambience,restaurants_attire,best_nights,bike_parking,byappointmentonly,Cannabis Products,caters,coat_check,restaurants_delivery,dogs_allowed,drive_thru,Gender Neutral Restrooms,Good For,good_for_dancing,restaurants_good_for_groups,good_for_kids,Good for Working,happy_hour,Has Dairy-free Options,Has Gluten-free Options,Has Halal Options,Has Kosher Options,Has Pool Table,Has Soy-free Options,has_tv,Liked by Vegans,Liked by Vegetarians,Music,noise_level,Offers Military Discount,Open to All,outdoor_seating,business_parking,smoking,restaurants_takeout,restaurants_reservations,Waiter Service,wheelchair_accessible,wifi,business_id
Null,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Very Loud,Null,,No,Null,Null,Yes,No,Null,Null,No,YnYS1dISBoLpA_VUSjOzEQ
No,Null,Yes,No,Null,Null,Null,Null,No,Null,,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,Yes,Null,Null,Null,Null,PJ-VbAtIOso1dqd2frQqqg
Null,Null,Yes,Null,No,Casual,Null,Null,Null,Null,,No,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,Null,DZN44_XFktITlIUec4H69w
Null,Null,Yes,Null,Beer & Wine Only,Null,Casual,Null,Null,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Quiet,Null,,No,Private Lot,Null,Yes,Null,Null,Null,No,VFVyecs0nMFA4xizXkzvKA
Null,Null,Yes,Null,No,Null,Null,Null,Null,Null,,Null,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,No,Private Lot,Null,Yes,Yes,Null,Null,Free,JhQvfo_WfX10TG9_7VO14g
Null,Null,Yes,Null,No,Null,Casual,Null,Null,Null,,Yes,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,Yes,Null,Null,Yes,No,Null,Null,Null,RAU2fPJ852Z241SXP-Wfew
Yes,Null,Yes,Yes,Null,Null,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Yes,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Yes,Private Lot,Null,Yes,Null,Null,Null,Free,xTlmLL2xZZ0xhZ2J16zXQQ
No,Null,Yes,Null,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,No,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Yes,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,Yes,Null,Null,Free,C1jQ5CbszJkS_cyWgaRVGQ
Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Null,Null,Yes,Null,Null,Null,Null,_cBlppMDZYXS-Bjj4l9qtw
Null,Null,Yes,Null,Null,Null,Null,Null,No,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,kkiDLkFutKeJqv15yag7_w
No,Null,Yes,Null,Null,Null,Null,Null,No,Null,,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Null,Null,Yes,Null,Null,Yes,Null,kds044HPuEB_HzoR_EHLeQ
Null,Null,Yes,Null,Null,Null,Null,Null,No,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,kkiDLkFutKeJqv15yag7_w
No,Null,Yes,Null,Null,Null,Null,Null,No,Null,,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Null,Null,Yes,Null,Null,Yes,Null,kds044HPuEB_HzoR_EHLeQ
Null,Null,Yes,Null,No,Null,Casual,Null,No,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Quiet,Null,,Yes,Null,Null,Yes,Yes,Null,Null,Free,PEGtD36MLdfcsD2hc95Kiw
Null,Null,Yes,Null,No,Null,Null,Null,No,Null,,No,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Null,Null,,No,Null,Null,Yes,No,Null,Null,No,4aGIU5eD6iTsmNqKVvlLOg
Null,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,xq0RhDKNNUg8t3JJUqX3fw
No,Null,Yes,No,No,Casual,Null,Null,No,Null,,Yes,Null,No,Null,Null,Yes,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,ppasQEo3jPkBdwdRGVd9WQ
Null,Null,Yes,Null,No,Null,Null,Null,No,Null,,No,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Null,Null,,No,Null,Null,Yes,No,Null,Null,No,4aGIU5eD6iTsmNqKVvlLOg
Null,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,xq0RhDKNNUg8t3JJUqX3fw
No,Null,Yes,No,No,Casual,Null,Null,No,Null,,Yes,Null,No,Null,Null,Yes,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,ppasQEo3jPkBdwdRGVd9WQ
Null,Null,Yes,Null,Full Bar,"Romantic, Classy",Casual,Null,Null,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,No,Null,Yes,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,Yes,Null,Null,No,CWNMLT-ppaUjLMmrnYDPVg
No,Null,Yes,No,Full Bar,Casual,Null,Null,Yes,Null,,Yes,Null,Yes,Yes,Null,Yes,"Lunch, Dinner, Dessert",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Yes,Yes,,Average,Null,,Yes,"Street, Private Lot",Null,Yes,Yes,Yes,Yes,Free,q5sa3zjAwIYMAgfPVxOdHw
Null,Null,Yes,Null,No,Null,Casual,Null,Null,Null,,No,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,No,Null,Free,zfNKdsuT7bWWN-f3v5Rj_g
No,Null,Yes,Null,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,Yes,Null,No,No,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,Yes,No,Yes,Yes,,Average,Null,,No,Private Lot,Null,Yes,Yes,Null,Null,No,ixAh9crILnJ9tM8LhWFhkw
No,Null,Yes,No,No,Casual,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Yes,,Average,Null,,No,Private Lot,Null,Yes,No,No,Null,No,NfM1YE-FJCToO1LB36T6lQ
Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,No,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,No,Null,Null,Yes,No,Null,Null,Null,ZfBKZPd2rdpW19m91YnHXw
Null,Null,No,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Null,Null,Null,No,Null,Null,Null,WUHziAfNsIe73A43q5Xijg
No,Null,Yes,No,No,Casual,Casual,Null,Yes,Null,,No,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Yes,Yes,,Average,Null,,No,Private Lot,Null,Yes,No,Yes,Null,Free,5Lcit9Zt6TF9bmKoFMhF0g
Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,Null,Null,Null,Null,Free,FiEUjd-X95z0GfXCpdtQkA
No,Null,Yes,No,No,Casual,Casual,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,"Breakfast, Brunch, Lunch, Dinner, Dessert",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Yes,,Average,Null,,No,Null,Null,Yes,No,Null,Null,No,nTc-Qj_-ABZrpM9YSpJ6jA
Null,Null,Yes,Null,No,Null,Casual,Null,Null,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Quiet,Null,,No,Private Lot,Null,Yes,No,Null,Null,Null,RDQpH7J6PBpVzE9pNDKcoA
Null,Null,Yes,Null,No,Null,Null,Null,Null,Null,,No,Null,No,Null,Null,Null,Null,Null,Null,No,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Null,Null,Yes,No,Null,Null,Free,JcWzvvDWh4RY04tvm1LQzA
Null,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,No,Null,No,Null,Yes,Null,Brunch,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Very Loud,Null,,No,Null,Null,Yes,No,No,Null,Free,QqrmTtv2OXWFRlqRCG4FRA
Null,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,Null,Null,No,Null,Null,Null,Breakfast,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,Free,HKSyA7YZplj9i_vIdtwyzg
Null,Null,Yes,Null,No,Null,Null,Null,No,Null,,No,Null,No,Null,No,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Very Loud,Null,,No,Null,Null,Yes,No,No,Null,Null,fg_KGtLwAw2IpXin0KdAZA
Null,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,No,Null,No,Null,Null,Null,Null,Null,No,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Very Loud,Null,,No,Null,Null,Yes,No,Null,Null,Free,Wpt0sFHcPtV5MO9He7yMKQ
Null,Null,Yes,Null,No,Null,Null,Null,Null,Null,,No,Null,No,Null,Null,Null,Null,Null,Null,No,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Null,Null,Yes,No,Null,Null,Free,JcWzvvDWh4RY04tvm1LQzA
Null,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,No,Null,No,Null,Yes,Null,Brunch,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Very Loud,Null,,No,Null,Null,Yes,No,No,Null,Free,QqrmTtv2OXWFRlqRCG4FRA
Null,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,Null,Null,No,Null,Null,Null,Breakfast,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,Free,HKSyA7YZplj9i_vIdtwyzg
Null,Null,Yes,Null,No,Null,Null,Null,No,Null,,No,Null,No,Null,No,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Very Loud,Null,,No,Null,Null,Yes,No,No,Null,Null,fg_KGtLwAw2IpXin0KdAZA
Null,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,No,Null,No,Null,Null,Null,Null,Null,No,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Very Loud,Null,,No,Null,Null,Yes,No,Null,Null,Free,Wpt0sFHcPtV5MO9He7yMKQ
No,No,Yes,No,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,Yes,Null,No,No,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Yes,Yes,,Average,Null,,No,Private Lot,Null,Yes,Yes,Yes,Yes,Free,966W5oXOBW0ZWhNYy0yjcA
Null,Null,Yes,Null,Full Bar,Null,Casual,Null,Null,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,No,Null,Null,Null,No,oe6srp_GGRncy5ODHNfW0g
Null,Null,Yes,Null,No,Null,Casual,Null,Null,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,No,Null,Null,,Null,,,Null,,No,Null,Null,,Very Loud,Null,,Null,Null,Null,Yes,No,Null,Null,Free,9hNuOUywLPHdSbAXtQ9DhQ
Null,Null,Yes,Null,Beer & Wine Only,Casual,Casual,Null,Null,Null,,Yes,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Quiet,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,opwxvFwYTppE0JgfM4FBlw
Null,Null,Yes,No,No,Casual,Casual,Null,Yes,Null,,No,Null,No,Null,Null,Null,"Breakfast, Brunch, Lunch",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Quiet,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,qhbUNmiGKmw343Fj7qlEsQ
Null,Null,Yes,Null,No,Null,Casual,Null,No,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,e9gaoUQEws5tmQROZodZMg
Null,Null,Yes,Null,Null,Null,Casual,Null,No,Null,,No,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Null,Null,,No,Null,Null,Yes,No,Null,Null,No,HBjjGbfBvZ1FU1AaUWyJYQ
Null,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Quiet,Null,,No,Null,Null,Yes,No,Null,Null,No,NVcQuJ01BRqVeL-GT1UhTg
Null,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Brunch, Lunch",Null,No,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Null,Null,Yes,No,Null,Null,Free,0N53m33GANYeHHl-s22d4Q
Null,Null,Yes,Null,Full Bar,"Romantic, Classy",Casual,Null,Null,Null,,Yes,Null,No,Null,Null,Null,Null,Null,Yes,No,Null,Yes,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,Yes,Null,Null,No,GwKFPfQA5kYcVSnPBpjtzg
No,Null,Yes,No,No,Casual,Casual,Null,Yes,Null,,Yes,Null,No,No,Null,Null,"Breakfast, Brunch, Lunch",Null,No,Yes,Null,Null,,Null,,,Null,,No,Null,Yes,,Average,Null,,No,Street,Null,Yes,No,No,Null,No,gOOc6MDdhw7fV0Tf30mfAQ
No,Null,Yes,Yes,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Null,Null,Yes,No,Yes,Null,Free,I5RoKagQjGYCWgY4_fK_rQ
Null,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,No,Null,No,Null,Null,Null,Lunch,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Null,Null,,No,Null,Null,Yes,No,Null,Null,Free,tNonw3Vy4Ai6qRZpj2lTsA
Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,Null,Null,Null,Null,No,gVc000GZA5Z4QbFIsXl5OQ
Null,Null,Yes,Null,No,Casual,Null,Null,Null,Null,,Yes,Null,Yes,Null,No,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Null,Null,Yes,No,Null,Null,No,3RiFtEJ6AAvS0x_z38HChw
Null,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,Yes,Null,Yes,Null,No,Null,Null,Null,No,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,No,g9IeZKQl0TamGI8772vYAQ
Yes,Null,Yes,Null,No,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Yes,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Yes,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,BwuyBsShSQwO3_-SvW6fRA
No,Null,Yes,Null,No,Null,Casual,Null,Yes,Null,,No,Null,No,Null,Null,Null,"Lunch, Dinner, Late Night",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,No,OzcvQqt_copeLRCT2OHrfA
Yes,Null,Yes,No,No,Casual,Null,Null,Yes,Null,,Yes,Null,Yes,Null,No,Null,Lunch,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,No,Yes,No,dPbvWt-6YVxtGkeh7f9JpQ
Yes,Null,Yes,No,No,Casual,Null,Null,Yes,Null,,Yes,Null,Yes,Null,No,Null,Lunch,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,No,Yes,No,dPbvWt-6YVxtGkeh7f9JpQ
Null,Null,Yes,Null,No,Divey,Casual,Null,Null,Null,,Yes,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Quiet,Null,,No,Street,Null,Yes,No,Null,Null,No,mwERWE8IqgcmPHg3cpCfNA
No,Null,Yes,No,Full Bar,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,Yes,,Null,,Yes,Yes,Yes,,Average,Null,,Yes,Private Lot,Null,Yes,No,Yes,Null,Free,b7Y4dIggAacPum1tF3NpKg
Null,No,Yes,Null,Beer & Wine Only,Null,Casual,Null,Yes,Null,,Yes,Null,Yes,No,Null,Null,"Breakfast, Brunch, Lunch, Dinner, Late Night",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,"Street, Private Lot",Null,Yes,Yes,Yes,Yes,Free,522GgMvOvzaKCEX6BfAtvg
No,Null,Yes,Null,No,Casual,Casual,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Yes,Yes,,Quiet,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,No,4cDWyZa6EqsY4XSWwLY7RA
No,Null,Yes,Null,Full Bar,Hipster,Null,"Thu, Fri, Sat",Yes,No,,Null,No,Null,Null,Null,Null,Null,Yes,Yes,No,Null,Yes,,Null,,,No,,No,Null,Null,DJ,Average,Null,Yes,No,"Street, Private Lot",Yes,Null,Yes,Null,Yes,Free,fE0b1It8RCQ_c-w9oaKqnw
Yes,Null,Yes,Yes,No,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Yes,"Lunch, Dinner",Null,Yes,Yes,Null,No,,Yes,,,Null,,Yes,Yes,Yes,,Average,Yes,,No,Private Lot,Null,Yes,Yes,Yes,Yes,Free,N6MzDoao6s68nAIW8vS9dQ
No,Null,Yes,Null,Beer & Wine Only,Divey,Casual,Null,Yes,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Very Loud,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,5o7Fx7Iot-gLKVNegLLw-w
Null,Null,Yes,Null,Null,Null,Casual,Null,Null,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,No,Private Lot,Null,Yes,No,Null,Null,Null,RQnaK9dNidUbLLykykUAYA
Null,Null,Yes,Null,Full Bar,Divey,Casual,Null,Yes,Null,,No,Null,No,Null,Null,Null,"Breakfast, Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Yes,Null,No,ZDvS8DtnkYa8jY703MflEw
No,Null,Yes,No,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Yes,"Lunch, Dinner",Null,Yes,Yes,Null,Null,Yes,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,Yes,Yes,Null,No,Tk7qCou7aYv_Z-K3a7NhhA
No,Null,Yes,No,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,No,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,Yes,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Yes,Yes,No,UNI1agsPX2k3eJSJVB91nw
No,Null,Yes,No,Beer & Wine Only,Casual,Casual,Null,No,Null,,No,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Yes,,Average,Null,,No,Private Lot,Null,Yes,No,Yes,Null,No,p3YqOYELqXtLyHz9T49p_w
No,Null,Yes,No,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,No,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,Yes,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Yes,Yes,No,UNI1agsPX2k3eJSJVB91nw
No,Null,Yes,No,Beer & Wine Only,Casual,Casual,Null,No,Null,,No,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Yes,,Average,Null,,No,Private Lot,Null,Yes,No,Yes,Null,No,p3YqOYELqXtLyHz9T49p_w
No,Null,Yes,No,No,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Yes,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Yes,,Average,Null,,No,Private Lot,Null,Yes,No,No,Null,No,cbgIpJwmPVI6Zf7nUIXdFw
Null,Null,Yes,Null,Full Bar,Null,Null,Null,Yes,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,No,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,Yes,Null,Null,Free,dENns4dukYRZunxCOUzRsw
No,Null,Yes,Yes,Null,Null,Null,Null,Yes,Null,,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,Yes,Null,Null,Null,No,WQyGqfFKd-baBTVfZWzeTw
No,Null,Yes,Yes,Full Bar,Casual,Casual,Null,Yes,Null,,Yes,Null,No,No,No,Null,"Brunch, Lunch, Dinner, Dessert",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Yes,Yes,,Average,Null,,No,Private Lot,Null,Yes,Yes,Yes,Yes,Free,lOQPeguczAueJnLmDUTfGg
Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,Null,Null,Null,Null,Null,0QHOkwMc74T35Br83SDizA
Null,Null,Yes,Null,No,Casual,Null,Null,Null,Null,,Yes,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Quiet,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,No,oXozyDYGP0GhwBxVIP-NZg
No,Null,Yes,Null,No,Divey,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner, Late Night",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,Yes,Null,Null,Free,pmsGwCJoMjtj-wwP78PIWQ
No,Null,Yes,Null,No,Null,Casual,Null,Yes,Null,,No,Null,No,Null,Null,Null,Lunch,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,Nsi49BE_XsjJ0oOXwhH8hA
No,Null,Yes,No,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,No,Null,No,No,Null,Null,"Dinner, Late Night",Null,Yes,Yes,Null,Yes,Yes,Null,,,Null,,Yes,Yes,Yes,,Average,Null,,No,Private Lot,Null,Yes,Yes,Null,Null,No,yHYjDPuRtLvhvMpOn5fXOQ
No,Null,Yes,No,Full Bar,Casual,Casual,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Yes,,Average,Null,,No,Private Lot,Null,Yes,Yes,Null,Null,No,r8Jr-7YfkhJL2nxk9lxUNg
No,Null,Yes,No,No,"Divey, Casual",Casual,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,yBxzqKXHhvNVaFnEOd4f7Q
No,Null,Yes,Null,Full Bar,Casual,Casual,"Fri, Sat, Sun",Yes,Null,,No,Null,No,Null,Null,Null,"Breakfast, Dinner, Late Night",Null,Yes,No,Null,Yes,,Null,,,Yes,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,Free,SaL2YDKT96zHqxlaq7mJbw
Yes,Null,Yes,Null,Beer & Wine Only,Null,Casual,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Null,Null,Yes,No,Null,Null,No,9f68hfHK6gNyHWmt9guiJw
No,Null,Yes,No,Full Bar,Casual,Casual,"Fri, Sat, Sun",Yes,Null,,Yes,Null,No,Null,No,Null,"Breakfast, Brunch, Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,No,,Yes,Yes,Yes,,Average,Null,,Yes,Private Lot,Null,Yes,Yes,Yes,Null,Free,XhgFynFD7ZT77wofWpeOag
