RestaurantName,LocationName,CategoryName,Address,City,State,Zip,Violations,CurrentDemerits,InspectionDemerits
LINQ - BREEZE DAIQUIRI BAR,BREEZE DAIQUIRI BAR @ LINQ,Bar / Tavern,3545 S LAS VEGAS L29C,Las Vegas,Nevada,89109,20,24.0,24.0
M - Buffet Desserts,M Resort Spa & Casino,Buffet,12300 S Las Vegas Blvd,Henderson,Nevada,89044-9506,10,53.0,24.0
Del Taco #1097,Del Taco,Restaurant,7165 S Rainbow Blvd,Las Vegas,Nevada,89118-3265,33,45.0,68.0
CHINOLA ICE CREAM TRUCK,CHINOLA ICE CREAM TRUCK,Food Trucks / Mobile Vendor,1100 Searles Ave,Las Vegas,Nevada,89101,9,30.0,9.0
Bakery Panaderia Latina,Bakery Panaderia Latina,Bakery Sales,6122 W Charleston Blvd,Las Vegas,Nevada,89146-1127,71,112.0,141.0
La Quinta Inn Nellis Continental B,La Quinta Inn Nellis,Restaurant,4288 N Nellis Blvd,Las Vegas,Nevada,89115-2469,28,36.0,59.0
SBS CONCESSION STAND #18,SAM BOYD STADIUM,Snack Bar,7000 RUSSELL,Las Vegas,Nevada,89122,9,27.0,17.0
Findlay Honda - Snack Bar,Findlay Honda,Snack Bar,933 Auto Show Dr,Henderson,Nevada,89014-6714,39,41.0,82.0
COSMO BLUE RIBBON BAR P3,COSMOPOLITAN RESORT & CASINO,Bar / Tavern,3708 S Las Vegas Blvd,Las Vegas,Nevada,89109-4312,17,24.0,32.0
SANDS EXPO LOBBY CONCESSION STAND,SANDS EXPO & CONVENTION CENTER,Snack Bar,201 E Sands Ave,Las Vegas,Nevada,89169-2617,20,9.0,27.0
KEEP MEMORY ALIVE INSIDE PORT BAR NORTH,Keep Memory Alive,Portable Unit,888 W Bonneville Ave,Las Vegas,Nevada,89106-0100,5,0.0,3.0
MB CC LEVEL 3 PANTRY,MANDALAY BAY HOTEL & CASINO,Pantry,3950 S Las Vegas Blvd,Las Vegas,Nevada,89119-1005,17,3.0,23.0
BEERHAUS BAR,"PARK, THE - BEERHAUS",Bar / Tavern,3784 S LAS VEGAS Blvd D2,Las Vegas,Nevada,89158,1,0.0,0.0
CANNERY Victory's Prep Kitchen,Cannery Hotel & Casino,Special Kitchen,2121 E Craig Rd,North Las Vegas,Nevada,89030-3385,29,66.0,64.0
Rubio's Fresh Mexican Grill,Rubio's Fresh Mexican Grill,Restaurant,1500 N Green Valley Pkwy,Henderson,Nevada,89074-6175,32,43.0,68.0
LINQ HOTEL NOOK EXPRESS COFFEE,LINQ HOTEL & CASINO,Snack Bar,3535 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,15,23.0,28.0
CHIN CHIN RESTAURANT,CHIN CHIN @ NY NY,Restaurant,3790 S Las Vegas Blvd,Las Vegas,Nevada,89109-4338,55,38.0,96.0
MGM STARBUCKS,MGM GRAND HOTEL & CASINO,Restaurant,3799 S Las Vegas Blvd,Las Vegas,Nevada,89109-4319,24,67.0,46.0
"Christensen, M J Elem Schl Kitchen","Christensen, M J Elementary School",Elementary School Kitchen,9001 Mariner Cove Dr,Las Vegas,Nevada,89117-2474,18,0.0,8.0
Metro Pizza Tropicana Prep Kitchen,Metro Pizza Tropicana,Special Kitchen,1395 E Tropicana Ave,Las Vegas,Nevada,89119-6547,42,51.0,98.0
CARLOS N CHARLIES LV COOK LINE,FLAMINGO  - CARLOS N CHARLIES LV,Special Kitchen,3555 S LAS VEGAS Blvd 135,Las Vegas,Nevada,89109,30,0.0,51.0
BALLYS BLT STEAKHOUSE STERLING PASTRY BUFFET,BALLY'S GRAND HOTEL,Buffet,3645 S Las Vegas Blvd,Las Vegas,Nevada,89119,1,0.0,0.0
SANTA FE OYSTER BAR - KITCHEN BOH,Santa Fe Station Hotel & Casino,Special Kitchen,4949 N Rancho Dr,Las Vegas,Nevada,89130-3505,4,0.0,0.0
