RestaurantName,LocationName,CategoryName,Address_x,City_x,State_x,Zip,Violations,CurrentDemerits,InspectionDemerits,CurrentScore,InspectionScore,CurrentGrade,InspectionGrade,BusinessId,Neighborhood,Address_y,City_y,State_y,Stars,ReviewCount,AcceptsInsurance,AgesAllowed,Alcohol,Ambience,BYOB,BYOBCorkage,BestNights,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,BusinessParking,ByAppointmentOnly,Caters,CoatCheck,Corkage,DietaryRestrictions,DogsAllowed,DriveThru,GoodForDancing,GoodForKids,GoodForMeal,HairSpecializesIn,HappyHour,HasTV,Music,NoiseLevel,Open24Hours,OutdoorSeating,RestaurantsAttire,RestaurantsCounterService,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi
Sam Woo BBQ Restaurant,Sam Woo BBQ Restaurant @ CHINATOWN PLAZA,Restaurant,4215 Spring Mountain Rd,Las Vegas,Nevada,89102.0,145,188.0,276.0,95.0,87.17391304347827,A,B,DVfCbJhJUDWRlUfrKzaKOA,Chinatown,"4215 Spring Mountain Rd, Ste B101",Las Vegas,NV,2.0,532,Null,Null,0.0,1.0,0.0,1.0,Null,0.0,Null,0.0,1.0,Null,0.0,Null,0.0,Null,0.0,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,1.0,0.0
Flame Kabob,Flame Kabob,Restaurant,8665 W Flamingo Rd,Las Vegas,Nevada,89147.0,1,8.0,8.0,95.0,95.0,A,A,-LyGT6bztmvWd3_pa93YDg,Spring Valley,"8665 W Flamingo Rd, Ste 107",Las Vegas,NV,3.0,6,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,1.0,5.0,Null,1.0,Null,Null,Null,0.0,Null,Null,1.0,0.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,0.0,1.0,Null,1.0,0.0
Paradise Boba Tea and Smoothie,Paradise Boba Tea and Smoothie,Restaurant,1910 Village Center Cir,Las Vegas,Nevada,89134.0,13,24.0,25.0,95.0,95.0,A,A,CTN5Z3fs3jFHfyma8XxzVg,Summerlin,1910 Village Center Cir,Las Vegas,NV,3.5,21,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,Null
Lou's Diner,LOU'S DINER,Restaurant,431 S DECATUR,Las Vegas,Nevada,89107.0,53,49.0,135.0,95.0,92.5,A,A,EwxhzR-VghhMsRObXLMitw,Westside,431 S Decatur Blvd,Las Vegas,NV,4.5,276,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,1.0,Null,Null,1.0,3.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,1.0,1.0,1.0,Null,1.0,1.0
Teriyaki Madness,Teriyaki Madness,Restaurant,9845 S Maryland Pkwy,Las Vegas,Nevada,89183.0,93,54.0,211.0,95.0,92.14285714285714,A,A,-JFVxwdVQfX207554dx1nw,Southeast,"9845 S Maryland Pkwy, Ste C",Las Vegas,NV,3.5,141,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,0.0,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,1.0
Edible Arrangements,EDIBLE ARRANGEMENTS,Restaurant,8520 W DESERT INN Rd E4,Las Vegas,Nevada,89117.0,2,3.0,3.0,95.0,95.0,A,A,h-9Kk7uTIud4_wM4RaxwrA,Westside,8520 W Desert Inn Rd,Las Vegas,NV,2.5,19,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,2,Null,Null,1.0,Null,Null,Null
Taqueria El Tizon Grill,Taqueria El Tizon Grill,Restaurant,3266 N Las Vegas Blvd,Las Vegas,Nevada,89115.0,61,3.0,114.0,95.0,91.875,A,A,UVqelOc_xJwy6lfnOhiCLQ,Sunrise,"3266 Las Vegas Blvd N, Ste 9",Las Vegas,NV,3.5,20,Null,Null,0.0,2.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,2.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Joe's Crab Shack,Joe's Crab Shack,Restaurant,1991 N Rainbow Blvd,Las Vegas,Nevada,89108.0,27,41.0,57.0,95.0,95.0,A,A,YUE5S4ReiM4dq9qkKbDMwg,,1991 N Rainbow Blvd,Las Vegas,NV,3.5,199,Null,Null,2.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,Null,0.0
Black Bear Diner,Black Bear Diner,Restaurant,6180 W Tropicana Ave,Las Vegas,Nevada,89103.0,39,120.0,92.0,95.0,84.58333333333333,A,B,PQER4ba8Q0zqB1G2QiXamQ,,6180 W Tropicana Ave,Las Vegas,NV,4.0,1031,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,1.0,0.0
New York Chinese Restaurant,New York Chinese Restaurant - Ft Apache,Restaurant,3545 S Fort Apache Rd,Las Vegas,Nevada,89147.0,115,160.0,243.0,95.0,89.5,A,B,dblGQtHAzNy1ACis1m2shw,Spring Valley,"3545 S Fort Apache Rd, Ste 110",Las Vegas,NV,3.5,155,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,0.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
New York Chinese Restaurant,New York Chinese Restaurant,Restaurant,3545 S Fort Apache Rd,Las Vegas,Nevada,89147.0,3,9.0,9.0,95.0,95.0,A,A,dblGQtHAzNy1ACis1m2shw,Spring Valley,"3545 S Fort Apache Rd, Ste 110",Las Vegas,NV,3.5,155,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,0.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Top This Pizza,Top This Pizza,Restaurant,1105 E Tropicana Ave,Las Vegas,Nevada,89119.0,40,72.0,89.0,95.0,91.25,A,A,Ijdoi6pDMK3Burw3TtAOZg,University,1105 E Tropicana Ave,Las Vegas,NV,2.5,35,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,2,0.0,0.0,1.0,Null,Null,1.0
Tony's Mexican Food,Tony's Mexican Food - Meadows Mall,Restaurant,4300 Meadows Ln 504,Las Vegas,Nevada,89107.0,12,0.0,18.0,95.0,95.0,A,A,eU_XJ4uNAlRoH4tNfWtz9g,Westside,4300 Meadows Ln,Las Vegas,NV,4.0,5,Null,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,0.0,0.0,Null,Null,1.0,2,0.0,Null,1.0,Null,Null,Null
Market Grille Cafe,Market Grille Cafe,Restaurant,7175 W Lake Mead Blvd,Las Vegas,Nevada,89128.0,33,102.0,79.0,95.0,94.23076923076924,A,A,ZgWjkMSzIV9fAuJJQXSUvA,,7175 W Lake Mead Blvd,Las Vegas,NV,4.0,428,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,2,0.0,0.0,1.0,Null,1.0,0.0
Pho Saigon 8,Pho Saigon 8,Restaurant,9055 S Eastern Ave 1-C,Las Vegas,Nevada,89123.0,121,116.0,311.0,95.0,88.80952380952381,A,B,YavRvjbLsvh4DYDJPAfJIA,Southeast,9055 S Eastern Ave,Las Vegas,NV,3.5,461,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,1.0,1.0,1.0,Null,1.0,0.0
Stadium Saloon,Stadium Saloon,Bar / Tavern,6016 Boulder Hwy,Las Vegas,Nevada,89122.0,49,75.0,93.0,95.0,93.33333333333331,A,A,wdLDTuAxZy2GY5NaQQ6GHQ,Southeast,6016 Boulder Hwy,Las Vegas,NV,2.5,5,Null,Null,2.0,0.0,Null,Null,3.0,1.0,Null,1.0,0.0,Null,Null,0.0,Null,Null,Null,Null,1.0,Null,Null,Null,1.0,1.0,0.0,1.0,Null,0.0,Null,Null,Null,1.0,1,0.0,Null,Null,1.0,Null,1.0
Sushi Yamaguchi,Sushi Yamaguchi,Restaurant,5900 W Charleston Blvd,Las Vegas,Nevada,89146.0,80,55.0,173.0,95.0,87.72727272727273,A,B,NkuLKJJE_KxcxKs8Kj8thQ,Westside,5900 W Charleston Blvd,Las Vegas,NV,4.0,36,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,Null,0.0,0.0,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,0.0
Happy's Pizza,Happy's Pizza,Restaurant,6110 W Flamingo,Las Vegas,Nevada,89103.0,58,72.0,121.0,95.0,85.0,A,B,EkOqxlglUpw9YUdnTbbJKg,,6110-A  Flamingo Rd,Las Vegas,NV,3.0,31,Null,Null,0.0,1.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,Null,1.0,Null,1.0,0.0,Null,1.0,1.0,2,0.0,0.0,1.0,Null,Null,1.0
Due Forni,DUE FORNI,Restaurant,3555 S Town Center Dr,Las Vegas,Nevada,89135.0,21,26.0,35.0,95.0,95.0,A,A,bPcqucuuClxYrIM8xWoArg,South Summerlin,"3555 S Town Center Dr, Ste 105",Las Vegas,NV,4.0,461,Null,Null,2.0,1.0,Null,Null,3.0,1.0,Null,1.0,1.0,Null,1.0,0.0,Null,Null,1.0,Null,0.0,1.0,2.0,Null,0.0,1.0,1.0,1.0,Null,1.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,0.0,1.0,1.0
Beau Monde Bakery,BEAU MONDE BAKERY,Bakery Sales,2380 N BUFFALO Dr 110,Las Vegas,Nevada,89128.0,9,0.0,7.0,95.0,95.0,A,A,_OTl6V2oUfMMmoDWD2nXVg,Summerlin,"2380 N Buffalo Dr, Ste 110",Las Vegas,NV,4.0,84,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,2,Null,Null,1.0,Null,Null,Null
Dunkin' Donuts,DUNKIN DONUTS,Restaurant,6795 W Tropicana Ave,Las Vegas,Nevada,89103.0,32,84.0,63.0,95.0,94.0,A,A,_axD8DiO1to9Am8xJjtKHw,Spring Valley,"6795 Tropicana Ave, Ste 100",Las Vegas,NV,3.5,70,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null,Null,Null,1,Null,Null,1.0,Null,Null,1.0
Town Center Lounge,Town Center Lounge & Restaurant,Bar / Tavern,6050 Sky Pointe Dr,Las Vegas,Nevada,89130.0,43,117.0,90.0,95.0,93.46153846153848,A,A,jkhEPQovg6JKPzUr43MC_g,Centennial,6050 Sky Pointe Dr,Las Vegas,NV,3.0,16,Null,Null,2.0,0.0,Null,Null,1.0,1.0,Null,1.0,1.0,Null,Null,0.0,Null,Null,0.0,Null,0.0,Null,Null,Null,1.0,1.0,0.0,1.0,Null,0.0,Null,Null,Null,1.0,2,Null,Null,Null,1.0,1.0,Null
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,7801 W Charleston Blvd,Las Vegas,Nevada,89117.0,74,36.0,174.0,95.0,90.26315789473685,A,A,eqRYda9F_4ziinRW-N6ixw,Westside,7801 W Charleston Blvd,Las Vegas,NV,2.5,48,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,1.0,Null,1.0,3.0,Null,Null,0.0,Null,0.0,Null,0.0,0.0,Null,0.0,0.0,1,0.0,0.0,1.0,Null,Null,0.0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,7801 W Charleston Blvd,Las Vegas,Nevada,89117.0,74,36.0,174.0,95.0,90.26315789473685,A,A,RhV7sraRUB3km-gF-tmDow,Westside,1101 S Fort Apache Rd,Las Vegas,NV,3.0,61,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,4.0,Null,Null,0.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,7801 W Charleston Blvd,Las Vegas,Nevada,89117.0,74,36.0,174.0,95.0,90.26315789473685,A,A,D74O-i-iEWo-e5BpwFMcUA,South Summerlin,3400 S Hualapai Way,Las Vegas,NV,3.0,74,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,5.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Roberto's Taco Shop,Roberto's Taco Shop - DELETED,Restaurant,7801 W Charleston Blvd,Las Vegas,Nevada,89117.0,15,6.0,33.0,95.0,80.0,A,B,eqRYda9F_4ziinRW-N6ixw,Westside,7801 W Charleston Blvd,Las Vegas,NV,2.5,48,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,1.0,Null,1.0,3.0,Null,Null,0.0,Null,0.0,Null,0.0,0.0,Null,0.0,0.0,1,0.0,0.0,1.0,Null,Null,0.0
Roberto's Taco Shop,Roberto's Taco Shop - DELETED,Restaurant,7801 W Charleston Blvd,Las Vegas,Nevada,89117.0,15,6.0,33.0,95.0,80.0,A,B,RhV7sraRUB3km-gF-tmDow,Westside,1101 S Fort Apache Rd,Las Vegas,NV,3.0,61,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,4.0,Null,Null,0.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Roberto's Taco Shop,Roberto's Taco Shop - DELETED,Restaurant,7801 W Charleston Blvd,Las Vegas,Nevada,89117.0,15,6.0,33.0,95.0,80.0,A,B,D74O-i-iEWo-e5BpwFMcUA,South Summerlin,3400 S Hualapai Way,Las Vegas,NV,3.0,74,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,5.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,3399 S Durango Dr 102,Las Vegas,Nevada,89117.0,57,126.0,112.0,95.0,92.5,A,A,eqRYda9F_4ziinRW-N6ixw,Westside,7801 W Charleston Blvd,Las Vegas,NV,2.5,48,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,1.0,Null,1.0,3.0,Null,Null,0.0,Null,0.0,Null,0.0,0.0,Null,0.0,0.0,1,0.0,0.0,1.0,Null,Null,0.0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,3399 S Durango Dr 102,Las Vegas,Nevada,89117.0,57,126.0,112.0,95.0,92.5,A,A,RhV7sraRUB3km-gF-tmDow,Westside,1101 S Fort Apache Rd,Las Vegas,NV,3.0,61,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,4.0,Null,Null,0.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,3399 S Durango Dr 102,Las Vegas,Nevada,89117.0,57,126.0,112.0,95.0,92.5,A,A,D74O-i-iEWo-e5BpwFMcUA,South Summerlin,3400 S Hualapai Way,Las Vegas,NV,3.0,74,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,5.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,1101 S Fort Apache Rd,Las Vegas,Nevada,89117.0,47,148.0,121.0,95.0,92.33333333333331,A,A,eqRYda9F_4ziinRW-N6ixw,Westside,7801 W Charleston Blvd,Las Vegas,NV,2.5,48,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,1.0,Null,1.0,3.0,Null,Null,0.0,Null,0.0,Null,0.0,0.0,Null,0.0,0.0,1,0.0,0.0,1.0,Null,Null,0.0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,1101 S Fort Apache Rd,Las Vegas,Nevada,89117.0,47,148.0,121.0,95.0,92.33333333333331,A,A,RhV7sraRUB3km-gF-tmDow,Westside,1101 S Fort Apache Rd,Las Vegas,NV,3.0,61,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,4.0,Null,Null,0.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,1101 S Fort Apache Rd,Las Vegas,Nevada,89117.0,47,148.0,121.0,95.0,92.33333333333331,A,A,D74O-i-iEWo-e5BpwFMcUA,South Summerlin,3400 S Hualapai Way,Las Vegas,NV,3.0,74,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,5.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Outback Steakhouse,Outback Steakhouse 3214,Restaurant,8671 W Sahara Ave,Las Vegas,Nevada,89117.0,25,84.0,51.0,95.0,94.0,A,A,gqcJHVFCPeBRGnDf8bFzMw,The Lakes,8671 W Sahara Ave,Las Vegas,NV,3.5,204,Null,Null,2.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,Null,1.0
Ichiza,ICHIZA,Restaurant,4355 Spring Mountain Rd 205,Las Vegas,Nevada,89102.0,261,0.0,579.0,95.0,84.70588235294117,A,B,j5nPiTwWEFr-VsePew7Sjg,Chinatown,4355 Spring Mountain Rd,Las Vegas,NV,4.0,1410,Null,Null,2.0,1.0,0.0,1.0,Null,1.0,Null,1.0,1.0,Null,0.0,Null,0.0,Null,0.0,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,1.0,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,0.0
Church's Chicken,Church's Chicken,Restaurant,868 N Nellis Blvd,Las Vegas,Nevada,89110.0,44,96.0,90.0,95.0,83.33333333333333,A,B,Wo_ZL7I3hS-eW6pJWg1V8A,Sunrise,868 N Nellis Blvd,Las Vegas,NV,2.0,13,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,0.0,0.0
Yogurtland,Yogurtland,Restaurant,9516 W Flamingo Rd,Las Vegas,Nevada,89147.0,21,8.0,40.0,95.0,94.16666666666669,A,A,1Vn_lex3LGGwuTo-xeJnww,Spring Valley,9516 W Flamingo Rd,Las Vegas,NV,4.0,128,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1.0,Null,1.0,1.0
Makino,Makino @ PREMIUM OUTLET,Restaurant,755 S Grand Central Pkwy,Las Vegas,Nevada,89106.0,44,45.0,134.0,95.0,89.44444444444444,A,B,FCP5hYaTtn6dkpmZ_NTvEw,Downtown,"775 S Grand Central Pkwy, Ste 1301",Las Vegas,NV,3.5,209,Null,Null,1.0,1.0,0.0,1.0,Null,1.0,Null,1.0,1.0,Null,0.0,Null,0.0,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,1.0,0.0
Tortilleria San Diego,Tortilleria San Diego,Restaurant,235 N Eastern Ave 117,Las Vegas,Nevada,89101.0,56,3.0,152.0,95.0,90.33333333333331,A,A,crGdKSRKi25R2vorZ7skzg,Downtown,235 N Eastern Ave,Las Vegas,NV,4.5,3,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,Null,Null
Four Mile Bar,Four Mile Bar,Bar / Tavern,3650 Boulder Hwy,Las Vegas,Nevada,89121.0,28,30.0,56.0,95.0,94.0,A,A,_WfdPyh065bo59USqPi9xQ,Eastside,3650 Boulder Hwy,Las Vegas,NV,4.0,13,Null,Null,2.0,0.0,Null,Null,2.0,1.0,Null,0.0,0.0,Null,Null,0.0,Null,Null,Null,Null,1.0,Null,Null,Null,1.0,1.0,0.0,1.0,Null,0.0,Null,Null,Null,1.0,1,0.0,Null,Null,Null,Null,1.0
Tacos El Burrito Loco,TACOS EL BURRITO LOCO,Restaurant,2401 S VALLEY VIEW,Las Vegas,Nevada,89102.0,99,60.0,196.0,95.0,86.1764705882353,A,B,dYZqJ2S1ND9KghLIKJg71g,Westside,2401 S Valley View Blvd,Las Vegas,NV,3.5,25,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Teddy's Bakery,Teddy's Bakery,Restaurant,5025 S Fort Apache Rd 105,Las Vegas,Nevada,89148.0,25,72.0,53.0,95.0,93.75,A,A,QOlGFm6M_33fzGgQ5I-Kgg,Spring Valley,5025 S Fort Apache Rd,Las Vegas,NV,2.5,20,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1,Null,Null,Null,Null,1.0,Null
Donut Hut,Donut Hut,Restaurant,3242 E Desert Inn Rd,Las Vegas,Nevada,89121.0,35,48.0,66.0,95.0,88.0,A,B,HsrEbWCg8K06pUhx469uSw,Eastside,"3242 E Desert Inn Rd, Ste 17",Las Vegas,NV,4.5,132,Null,Null,0.0,Null,Null,Null,Null,1.0,Null,0.0,1.0,0.0,1.0,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1.0,Null,1.0,Null
IHOP,International House of Pancakes #1619,Restaurant,5170 S Fort Apache Rd,Las Vegas,Nevada,89148.0,37,99.0,80.0,95.0,80.38461538461539,A,B,6HdzmAatFoB8UDep4n9QIw,Spring Valley,5170 S Fort Apache Rd,Las Vegas,NV,3.0,98,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,0.0,Null,1.0,5.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,Null,1.0
Juices Wild,Juices Wild,Restaurant,7500 W Lake Mead Blvd,Las Vegas,Nevada,89128.0,22,48.0,59.0,95.0,90.0,A,A,bcpCJ7q9_HXO53eaeuIZrw,,"7500 W Lake Mead Blvd, Ste 8",Las Vegas,NV,4.5,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,0.0
Annie's Kitchen,Annie's Kitchen,Restaurant,1212 D St,Las Vegas,Nevada,89106.0,22,56.0,44.0,95.0,95.0,A,A,Rhz38lsptoxX9IWS641LFA,,1212 D St,Las Vegas,NV,4.0,21,Null,Null,0.0,0.0,Null,Null,Null,0.0,Null,0.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
CHINA ONE,CHINA ONE,Restaurant,7380 S RAINBOW Blvd 102,Las Vegas,Nevada,89139.0,2,8.0,8.0,95.0,95.0,A,A,Yo8NIJEtc8UEbPd38L35ow,Southwest,"7380 S Rainbow Blvd, Set 102",Las Vegas,NV,4.5,16,Null,Null,Null,0.0,Null,Null,Null,Null,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,1,1.0,Null,1.0,Null,Null,0.0
Coffee Pub,Coffee Pub,Restaurant,2800 W Sahara Ave 2A,Las Vegas,Nevada,89102.0,102,66.0,235.0,95.0,90.45454545454544,A,A,0XEqyl_lVaJNHRKxNcjJZg,Westside,"2800 W Sahara Ave, Ste 2A",Las Vegas,NV,4.5,493,Null,Null,0.0,1.0,Null,Null,Null,1.0,0.0,1.0,1.0,Null,1.0,Null,Null,Null,0.0,Null,Null,1.0,3.0,Null,Null,0.0,Null,1.0,Null,1.0,0.0,Null,1.0,1.0,1,0.0,1.0,1.0,Null,1.0,1.0
