RestaurantName,LocationName,CategoryName,Address,City,State,Zip,CurrentGrade
K Mart #4369 Snack Bar,K Mart #4369,Snack Bar,2975 E Sahara Ave,Las Vegas,Nevada,89104-4114,A
KRISPY KREME #949,EXCALIBUR  - KRISPY KREME #949,Restaurant,3850 S Las Vegas Blvd,Las Vegas,Nevada,89109-4324,A
Kids Quest Santa Fe Station Snack Bar,Kids Quest - Santa Fe Station,Snack Bar,4949 N Rancho Dr,Las Vegas,Nevada,89130-3505,A
Kopper Keg North Restaurant,Kopper Keg North,Restaurant,8725 W Deer Springs Way,Las Vegas,Nevada,89149-0416,A
Krispy Kreme Doughnuts #4520,Fitzgeralds Hotel - Krispy Kreme,Snack Bar,301 Fremont St,Las Vegas,Nevada,89101-5600,A
L a Express Ice Cream,L a Express Ice Cream,Food Trucks / Mobile Vendor,4634 Lancer Way,Las Vegas,Nevada,89121-6119,A
LINQ WHEEL HIGH ROLLER PORT BAR 7,LINQ WHEEL HIGH ROLLER,Portable Unit,3545 S LAS VEGAS,Las Vegas,Nevada,89109,A
LOMBARDIS ROMAGNA MIA PREP KITCHEN,LOMBARDIS ROMAGNA @ MIRACLE MILE,Special Kitchen,3663 S Las Vegas Blvd,Las Vegas,Nevada,89109-1920,A
LRL- Denny's Restaurant #8687,Laughlin River Lodge - Denny's 8687,Restaurant,2700 S Casino Dr,Laughlin,Nevada,89029-1516,A
LUXOR BANQUET KITCHEN,LUXOR HOTEL & CASINO,Banquet Kitchen,3900 S Las Vegas Blvd,Las Vegas,Nevada,89119-1004,A
La Flor De Michoacan,La Flor De Michoacan,Snack Bar,3021 E Charleston Blvd,Las Vegas,Nevada,89104-2324,A
La Takiza,La Takiza,Restaurant,3762 E Flamingo Rd,Las Vegas,Nevada,89121-4921,A
Lauritas Taco Shop,Lauritas Taco Shop,Restaurant,4620 Boulder Hwy,Las Vegas,Nevada,89121-3017,A
Lucky Star Super Buffet,Lucky Star Super Buffet,Buffet,617 Mall Ring Cir,Henderson,Nevada,89014-8621,A
MANGO TANGO BAR,MANGO TANGO BAR,Bar / Tavern,2101 S DECATUR,Las Vegas,Nevada,89102,A
MARQUEE DAYCLUB BAR #1 P6,COSMO - MARQUEE DAYCLUB / NIGHTCLUB,Bar / Tavern,3708 S Las Vegas Blvd,Las Vegas,Nevada,89109-4312,A
MARQUEE DAYCLUB PORT BAR WEST,COSMO - MARQUEE DAYCLUB / NIGHTCLUB,Portable Unit,3708 S Las Vegas Blvd,Las Vegas,Nevada,89109-4312,A
MB CC LEVEL 3 BANQUET SERVICE STATIONS,MANDALAY BAY HOTEL & CASINO,Pantry,3950 S Las Vegas Blvd,Las Vegas,Nevada,89119-1005,A
MCDONALDS #5539 MONTE CARLO,MCDONALDS #5539 @ MONTE CARLO,Restaurant,3770 S Las Vegas Blvd,Las Vegas,Nevada,89109-4337,A
MGM BUFFET HALLWAY PREP,MGM GRAND HOTEL & CASINO,Buffet,3799 S Las Vegas Blvd,Las Vegas,Nevada,89109-4319,B
McDonald's #25467,MCDONALD'S #25467,Restaurant,10290 W CHARLESTON Blvd,Las Vegas,Nevada,89135,A
Mediterranean Country Market Deli,Mediterranean Country Market,Snack Bar,3280 E Tropicana Ave A,Las Vegas,Nevada,89121-7344,B
Miley Achievement Center School Kitchen,Miley Achievement Center School,Institutional Food Service,245 N Pecos Rd,Las Vegas,Nevada,89101-4897,A
NEIMAN MARCUS BAKERY DEPARTMENT,NEIMAN-MARCUS @ FASHION SHOW,Kitchen Bakery,3200 S Las Vegas Blvd 100,Las Vegas,Nevada,89109-2612,A
NEW JUGOO CHINESE RESTAURANT - DELETED,NEW JUGOO CHINESE RESTAURANT,Restaurant,4747 S MARYLAND Pkwy,Las Vegas,Nevada,89139,A
OHANA HAWAIIAN BBQ - NOODLE KITCHEN,Ohana Hawaiian BBQ,Restaurant,4360 Blue Diamond Rd 108,Las Vegas,Nevada,89139-7783,A
OMNI,OMNI,Restaurant,2290 CORPORATE CIRCLE,Henderson,Nevada,89014,A
ORACLE MANSION- Downstairs Bar - DELETED 9/15,ORACLE MANSION,Bar / Tavern,3500 W Naples Dr,Las Vegas,Nevada,89103-5607,A
OUTBACK BAR,OUTBACK STEAKHOUSE 3213,Bar / Tavern,521 N STEPHANIE St,Henderson,Nevada,89014,A
OUTBACK STEAKHOUSE LOUNGE,OUTBACK STEAKHOUSE #3218 @ CASINO ROYALE,Bar / Tavern,3411 S Las Vegas Blvd,Las Vegas,Nevada,89109-8955,A
Outback Steakhouse Restaurant,Outback Steakhouse,Restaurant,2625 W Craig Rd,North Las Vegas,Nevada,89032-0719,A
PALMS HAUTE PLATES THE ROASTERY BUFFET,Palms Casino Resort,Buffet,4321 W Flamingo Rd,Las Vegas,Nevada,89103-3903,A
PALMS VIEW - DIAMOND BAR,Palms Casino Resort,Bar / Tavern,4321 W Flamingo Rd,Las Vegas,Nevada,89103-3903,A
PARIS BURGER BRASSERIE BAR,PARIS HOTEL & CASINO,Bar / Tavern,3655 S Las Vegas Blvd,Las Vegas,Nevada,89109-4345,A
PARIS POOL BAR,PARIS HOTEL & CASINO,Bar / Tavern,3655 S Las Vegas Blvd,Las Vegas,Nevada,89109-4345,A
PH AXIS THEATER MERCHANDISE BAR B,PLANET HOLLYWOOD RESORT AND CASINO,Bar / Tavern,3667 S Las Vegas Blvd,Las Vegas,Nevada,89109-4331,A
PH PORTABLE BANQUET BARS - 35,PLANET HOLLYWOOD RESORT AND CASINO,Portable Bar,3667 S Las Vegas Blvd,Las Vegas,Nevada,89109-4331,A
Panda Express #496,Panda Express,Restaurant,3320 E Flamingo Rd,Las Vegas,Nevada,89121-4302,A
Prima Tacos Hot Truck,Prima Tacos,Food Trucks / Mobile Vendor,439 Rock Quarry Way,North Las Vegas,Nevada,89032,A
REBEL #71 - SNACK BAR,Rebel #71,Restaurant,1 Village Blvd,Blue Diamond,Nevada,89004,A
RED ROCK MASSO OSTERIA RESTAURANT,RED ROCK CASINO RESORT & SPA,Restaurant,11011 W Charleston Blvd,Las Vegas,Nevada,89135-1402,A
RESTAURANT,BUNKHOUSE,Restaurant,124 S 11TH St,Las Vegas,Nevada,89101,O
Rosati's,Rosati's,Restaurant,5725 N Losee Rd,North Las Vegas,Nevada,89081-2517,A
SCOOPS V,SCOOPS V,Restaurant,5040 BOULDER HWY,Las Vegas,Nevada,89122,A
SIGNATURE TOWER 3 DISHWASH,"SIGNATURE @ MGM GRAND, THE",Special Kitchen,145 E Harmon Ave,Las Vegas,Nevada,89109-4504,A
SPAGO CAFE RESTAURANT,SPAGO CAFE @ CAESARS,Restaurant,3500 S Las Vegas Blvd G1,Las Vegas,Nevada,89109-8900,A
STARBUCKS,STARBUCKS COFFEE #11972,Restaurant,6120 N Decatur Blvd,North Las Vegas,Nevada,89031,A
STARBUCKS/SNACK BAR TARGET STORE #1462,Target Store #1462,Restaurant,6480 Sky Pointe Dr,Las Vegas,Nevada,89131,A
Sammy's Food Service Mobile #7,Sammy's Food Service,Food Trucks / Mobile Vendor,58 N 30Th St,Las Vegas,Nevada,89101-4909,A
Sams Town Malumai Pool Bar,Sams Town,Bar / Tavern,5111 Boulder Hwy,Las Vegas,Nevada,89122-6001,A
Sams Town Sports Buffet,Sams Town,Buffet,5111 Boulder Hwy,Las Vegas,Nevada,89122-6001,A
Schwan's Mobile Unit #14633,Schwan's Home Service Mobile Unit,Frozen Meat Sales,2980 MARION Dr,Las Vegas,Nevada,89115,A
Smith's #376 - Produce,Smith's Grocery Store #376,Produce Market,2385 E Windmill Ln,Las Vegas,Nevada,89123-2037,A
South Point Toast Service Station,South Point Hotel & Casino,Bar / Tavern,9777 Las Vegas Blvd,Las Vegas,Nevada,89183-4013,A
Sunset Station Costa Del Sol Restaurant,Sunset Station Hotel & Casino,Restaurant,1301 W Sunset Rd,Henderson,Nevada,89014,A
TMA - EA1 CEN KIT SERVICE AREA,LEVY @ T-MOBILE ARENA,Bar / Tavern,3780 S LAS VEGAS,Las Vegas,Nevada,89109,A
TRAILHOUND SMOKERS BBQ CATERING,TRAILHOUND SMOKERS BBQ,Caterer,1370 W CHEYENNE,North Las Vegas,Nevada,89030,A
Tacos El Autlense,Tacos El Autlense,Restaurant,2162 N Lamb Blvd N,Las Vegas,Nevada,89115-5484,A
Terrible's #228 - Deli,Terrible's #228 Convenience Store,Restaurant,4150 S Durango Dr,Las Vegas,Nevada,89147-8600,A
The Bar,"Bar, The",Bar / Tavern,1987 N Nellis Blvd,Las Vegas,Nevada,89115-3647,A
VENETIAN B&B BURGER FRY LINE,VENETIAN HOTEL & CASINO,Special Kitchen,3355 S Las Vegas Blvd,Las Vegas,Nevada,89109-8941,A
VENETIAN BELLINI BAR,Venetian Hotel & Casino,Bar / Tavern,3355 S Las Vegas Blvd,Las Vegas,Nevada,89109-8941,A
Viva El Taco Mexican Food,Viva El Taco Mexican Food,Restaurant,6775 E Lake Mead Blvd B2,Las Vegas,Nevada,89156-1183,A
WYNN MAIN KITCHEN COOK CHILL,WYNN HOTEL & CASINO,Special Kitchen,3131 S Las Vegas Blvd,Las Vegas,Nevada,89109-1929,A
Walmart Neighborhood Groc - Produce #5259,Walmart Neighborhood Grocery,Produce Market,6151 W Lake Mead Blvd,Las Vegas,Nevada,89108-2660,A
Watcha Need Mini Mart Pizza Area,Watcha Need Mini Mart,Restaurant,628 S Las Vegas Blvd,Las Vegas,Nevada,89101-6624,A
Wendy's #4868,Wendy's #4868,Restaurant,4560 N Rancho Dr,Las Vegas,Nevada,89130-3408,A
808 TAPAS,808 TAPAS,Restaurant,9350 W SAHARA Ave 150,Las Vegas,Nevada,89110,A
9TH BRIDGE CHILDCARE KITCHEN,9TH BRIDGE SCHOOL,Childcare Kitchens,310 S 9TH St,Las Vegas,Nevada,89101,A
A LARGE DOG BUFFET,A LARGE DOG @ BALLYS,Buffet,3645 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,A
AQUAKNOX OYSTER BAR,AQUAKNOX @ GRAND CANAL,Restaurant,3355 S LAS VEGAS Blvd 2160,Las Vegas,Nevada,89109,A
ARIA CAFE HOT LINE STATION A,ARIA HOTEL & CASINO,Special Kitchen,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,A
ARIA SALON PRIVE SERVICE BAR #6,ARIA HOTEL & CASINO,Bar / Tavern,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,A
ARIZONA CHARLIES NAUGHTY LADIES,Arizona Charlie's,Bar / Tavern,740 S Decatur Blvd,Las Vegas,Nevada,89107-3907,A
Alfonso's Mexican Food,Alfonso's Mexican Food,Restaurant,5725 Losee Rd 100,North Las Vegas,Nevada,89081-2516,A
America's Best Gourmet Coffee #1,America's Best Gourmet Coffee Comp,Food Trucks / Mobile Vendor,58 N 30th St,Las Vegas,Nevada,89110,A
BALLYS INDIGO LOUNGE,BALLY'S GRAND HOTEL,Bar / Tavern,3645 S Las Vegas Blvd,Las Vegas,Nevada,89114,A
BAR,HACIENDA DEL REY VEGAS,Bar / Tavern,2797 S MARYLAND Pkwy 1,Las Vegas,Nevada,89109,A
BEER PARK TERRACE INDOOR KITCHEN,PARIS - HEXX/BEER PARK,Restaurant,3655 S Las Vegas Blvd,Las Vegas,Nevada,89109-4345,A
BELLAGIO MONET 1 PANTRY,BELLAGIO HOTEL & CASINO,Pantry,3600 S Las Vegas Blvd,Las Vegas,Nevada,89109-4303,A
BONEFISH GRILL BAR,BONEFISH GRILL,Bar / Tavern,6527 S LAS VEGAS Blvd,Las Vegas,Nevada,89119,A
BOOTLEGGER LOUNGE,Bootlegger Restaurant/Lounge,Bar / Tavern,7700 S Las Vegas Blvd 1,Las Vegas,Nevada,89123-1757,A
"BREWERY RESTAURANT, THE","BREWERY, THE",Restaurant,3088 E SUNSET Rd,Las Vegas,Nevada,89120,A
Ballpark Lounge,Ballpark Lounge,Bar / Tavern,7380 S Eastern Ave 101,Las Vegas,Nevada,89123-1550,A
Burger King #11507,Burger King #11507,Restaurant,8600 W Cheyenne Ave,Las Vegas,Nevada,89129-7260,A
Burger King #6927,Aquarius Resort & Casino,Restaurant,1900 S Casino Dr,Laughlin,Nevada,89029-1513,A
Burger King #7429,Burger King #7429,Restaurant,8564 W Lake Mead Blvd,Las Vegas,Nevada,89128-7630,A
CAESARS FOOD COURT DIFARA PIZZA,CAESARS PALACE HOTEL & CASINO,Restaurant,3570 S Las Vegas Blvd,Las Vegas,Nevada,89109-8924,A
CAESARS PERONI PORTABLE BAR DELETED,CAESARS PALACE HOTEL & CASINO,Portable Unit,3570 S Las Vegas Blvd,Las Vegas,Nevada,89109-8924,O
CAESARS STRIP SIDE CAFE SNACK BAR,CAESARS PALACE HOTEL & CASINO,Snack Bar,3570 S Las Vegas Blvd,Las Vegas,Nevada,89109-8924,A
CASA DON JUAN III,CASA DON JUAN III,Restaurant,"3460 E SUNSET F,G",Las Vegas,Nevada,89120,A
CASA DON JUAN RESTAURANT,CASA DON JUAN,Restaurant,1204 S Main St,Las Vegas,Nevada,89104-1029,A
CENTERPLATE GOURMET GRILL #2 S3,CENTERPLATE @ CONVENTION CENTER,Restaurant,3150 PARADISE,Las Vegas,Nevada,89109,A
CENTERPLATE SOUTH KITCHEN DISHROOM & STORAGE SH,CENTERPLATE @ CONVENTION CENTER,Special Kitchen,3150 PARADISE Rd,Las Vegas,Nevada,89109,A
CHEW & CHUG @ HAWAIIAN MARKETPLACE,CHEW & CHUG @ HAWAIIAN MARKETPLACE,Restaurant,3743 S LAS VEGAS,Las Vegas,Nevada,89109,A
CHEWY BOBA,CHEWY BOBA,Snack Bar,4632-34 S MARYLAND 19,Las Vegas,Nevada,89119,A
CHIMERA GOLF CLUB GOLF CART #2,CHIMERA GOLF CLUB,Self-Service Food Truck,901 OLIVIA Pkwy,Henderson,Nevada,89011,A
CIRCUS EDR SALAD / BEVERAGE STN,CIRCUS CIRCUS CASINO,Special Kitchen,2880 S Las Vegas Blvd,Las Vegas,Nevada,89109-1138,A
CITIZENS BACK PREP/COLD STORAGE/DISHWASH,CITIZENS KITCHEN & BAR @ MANDALAY BAY,Special Kitchen,3950 S LAS VEGAS Blvd,Las Vegas,Nevada,89119,A
CITIZENS GARDE MANGER,CITIZENS KITCHEN & BAR @ MANDALAY BAY,Garde Manger,3950 S LAS VEGAS Blvd,Las Vegas,Nevada,89119,A
CLARION BAR - DELETED,CLARION HOTEL & CASINO,Bar / Tavern,305 CONVENTION CENTER Dr,Las Vegas,Nevada,89109,A
COSMO CHANDELIER MEZZ BAR P1.5,COSMOPOLITAN RESORT & CASINO,Bar / Tavern,3708 S Las Vegas Blvd,Las Vegas,Nevada,89109-4312,A
CREAMISTRY,CREAMISTRY,Restaurant,7325 S RAINBOW 110,Las Vegas,Nevada,89139,A
Capriotti's Sandwich Shop #40,Capriottis,Restaurant,90 S Stephanie St #140,Henderson,Nevada,89012-5573,A
Circle K Store #8650 - Deli,Circle K Store,Snack Bar,4375 Spring Mountain Rd,Las Vegas,Nevada,89102-8701,A
DEM NOLES BOIS BBQ - DELETED,DEM NOLES BOIS,Barbeque,6101 VEGAS,Las Vegas,Nevada,89108,A
DOTTY'S #36 SNACK BAR,DOTTY'S #36,Snack Bar,6060 W Windmill Ln,Las Vegas,Nevada,89139-6458,A
DOTTY'S #44 SNACK BAR,DOTTY'S #44,Snack Bar,9755 W Russell Rd,Las Vegas,Nevada,89148-5533,A
Del Taco #382,Del Taco #382,Restaurant,898 S Boulder Hwy,Henderson,Nevada,89015-7502,A
Denny's #7914 - Bakery,Dennys,Kitchen Bakery,2380 E Tropicana Ave,Las Vegas,Nevada,89119-6574,A
Dita's Quick Service Restaurant,DITA'S QUICK SERVICE RESTAURANT,Restaurant,5117 W Charleston Blvd,Las Vegas,Nevada,89146,A
Du Pars Restaurant & Bakery Deli,DU PARS RESTAURANT & BAKERY @ GOLDEN GATE,Restaurant,1 Fremont St,Las Vegas,Nevada,89101-5601,A
EL PUPLO LOCO,EL PULPO LOCO,Restaurant,2930 N LAS VEGAS Blvd,North Las Vegas,Nevada,89030,A
El Pollo Loco #6047,El Pollo Loco #6047,Restaurant,690 E Horizon Dr,Henderson,Nevada,89015-8438,A
FARM BASKET MOBILE,FARM BASKET MOBILE,Food Trucks / Mobile Vendor,6148 W CHARLESTON Blvd,Las Vegas,Nevada,89146-1125,A
FIVE STAR LIQUOR SAMPLING,FIVE STAR LIQUOR,Grocery Store Sampling,5003 SWENSON,Las Vegas,Nevada,89119,A
Fort Cheyenne Casino & Event,Fort Cheyenne Casino,Portable Unit,2428 E Cheyenne Ave,North Las Vegas,Nevada,89030-8427,A
GOLDEN GATE - FLAIR PLATFORM,Golden Gate Hotel & Casino,Bar / Tavern,1 Fremont St,Las Vegas,Nevada,89101-5601,A
GREEN VALLEY RANCH BUFFET - MONGOLIAN,GREEN VALLEY RANCH,Buffet,2300 Paseo Verde Pkwy,Henderson,Nevada,89052-2672,A
Gaylord of India Restaurant,Rio Hotel & Casino,Restaurant,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,A
HARD ROCK MAGIC MIKE'S LIVE BASEMENT BAR,HARD ROCK HOTEL & CASINO,Bar / Tavern,4455 S Paradise Rd,Las Vegas,Nevada,89169-6574,A
HEALTH 360,HEALTH 360,Snack Bar,1775 E TROPICANA 9,Las Vegas,Nevada,89119,A
HUFFMAN'S CHICKEN - PREP/STORAGE,HUFFMAN'S CHICKEN,Special Kitchen,750 S RAMPART 16,Las Vegas,Nevada,89145,A
Homewood Suites Continental Breakfast,Homewood Suites - Hilton,Restaurant,10450 S Eastern Ave,Henderson,Nevada,89052-3957,A
Honey Pig Korean BBQ,Honey Pig Korean BBQ,Restaurant,4725 W Spring Mountain Rd,Las Vegas,Nevada,89102-8712,A
INDIA OVEN BUFFET,INDIA OVEN,Buffet,2218 S Paradise Rd,Las Vegas,Nevada,89104-2547,A
Ichabods Restaurant,Ichabods Restaurant & Lounge,Restaurant,3300 E Flamingo Rd,Las Vegas,Nevada,89121-4307,A
Island Breeze,Island Sushi & Grill,Food Trucks / Mobile Vendor,9400 S Eastern Ave 103,Las Vegas,Nevada,89123-7936,A
JACKPOT JOANIE'S,JACKPOT JOANIE'S RF,Bar / Tavern,4012 S RAINBOW,Las Vegas,Nevada,89103,A
JFE SUSHI,JFE,Snack Bar,4600 E SUNSET,Henderson,Nevada,89014,A
JIMMY JOHN'S,JIMMY JOHN'S,Restaurant,9985 S EASTERN 100,Las Vegas,Nevada,89183,A
JOE MAXX COFFEE COMPANY,JOE MAXX COFFEE COMPANY,Restaurant,500 E WARM SPRINGS 175,Las Vegas,Nevada,89123,A
Jack in the Box #7202,Jack in the Box #7202,Restaurant,800 N Decatur Blvd,Las Vegas,Nevada,89107-1914,A
Jackson Family Market - Snack Bar DEL 11/8/13,Jackson Family Market,Snack Bar,1218 D St,Las Vegas,Nevada,89106-3112,X
KINNAREE THAI AND VEGETARIAN - DELETED 5/19/16 PK,KINNAREE THAI AND VEGETARIAN,Restaurant,7365 W Sahara Ave B/C,Las Vegas,Nevada,89117,A
KRAVE MASSIVE 1ST FLOOR THEMED ROOM BAR,KRAVE MASSIVE,Bar / Tavern,450 FREMONT 370,Las Vegas,Nevada,89101,A
Kwong Yet Lung / Oasis Meat / Fish Sale,International Market Place,Meat/Poultry/Seafood,5000 S Decatur Blvd,Las Vegas,Nevada,89118-1515,A
LA SOMBRITA RESTAURANT,LA SOMBRITA RESTAURANT,Restaurant,671 N Nellis Blvd,Las Vegas,Nevada,89110,A
LATIN FUSION GRILL MOBILE,LATIN FUSION GRILL MOBILE,Food Trucks / Mobile Vendor,3850 E DESERT INN Rd,Las Vegas,Nevada,89121,A
LINO'S PIZZA & ITALIAN CUISINE,LINO'S PIZZA & ITALIAN CUISINE,Restaurant,7240 W AZURE,Las Vegas,Nevada,89130,A
Las Vegas Rescue Mission Dining Hl,Las Vegas Rescue Mission,Restaurant,500 W Bonanza,Las Vegas,Nevada,89106,A
Las Vegas This and That,PRIMM OUTLET MALL - LV THIS AND THAT I,Portable Unit,32100 S Las Vegas Blvd,Primm,Nevada,89019-7028,A
Levy Restaurant @ LVMS F - 5,Levy Restaurants @ LVMS,Restaurant,7000 N Las Vegas Blvd,Las Vegas,Nevada,89115-1708,A
MANHATTAN STREETS (NEW LOCATION),MANHATTAN STREETS @ HARMON CENTER,Restaurant,3717 S LAS VEGAS Blvd 203,Las Vegas,Nevada,89109,A
MI TIENDTA - DELETED,MI TIENDITA - EASTERN INDOOR SWAPMEET,Confection,1560 N Eastern Ave,Las Vegas,Nevada,89101-1594,A
MIRAGE BUFFET ASIAN,MIRAGE HOTEL & CASINO,Buffet,3400 S Las Vegas Blvd,Las Vegas,Nevada,89109-8923,A
MR. CHOPSTIX,MR. CHOPSTIX,Restaurant,6135 S FORT APACHE 404,Las Vegas,Nevada,89148,A
McDonald's Stanollie #10764,McDonalds Stanollie,Restaurant,3229 Losee Rd,North Las Vegas,Nevada,89030-3303,A
Mulligan's Border Bar,Mulligan's Border Bar & Grill,Bar / Tavern,1235 E Pebble Rd,Las Vegas,Nevada,89123-5340,A
NIU-GU NOODLE HOUSE,NIU-GU NOODLE HOUSE,Restaurant,3400 S JONES,Las Vegas,Nevada,89186,A
OJAX RESTAURANT,OJAX,Restaurant,4760 W SAHARA,Las Vegas,Nevada,89102,A
OTHER MAMA,OTHER MAMA,Restaurant,3655 S DURANGO Dr 5/6,Las Vegas,Nevada,89147,A
PAPA MURPHY'S TAKE & BAKE PIZZA,PAPA MURPHY'S TAKE & BAKE PIZZA,Restaurant,175 N STEPHANIE 160,Henderson,Nevada,89052,A
PARIS CABARET LOUNGE,PARIS HOTEL & CASINO,Bar / Tavern,3655 S Las Vegas Blvd,Las Vegas,Nevada,89109-4345,A
PASTA IDEA,PASTA IDEA,Restaurant,7668 LAKE MEAD Blvd #107,Las Vegas,Nevada,89128,A
PICANHA STEAK TRUCK MOBILE,PICANHA STEAK TRUCK MOBILE,Food Trucks / Mobile Vendor,4181 E PIONEER Ave,Las Vegas,Nevada,89127,A
PIZZA HUT @ RIVERSIDE,PIZZA HUT @ RIVERSIDE CASINO,Snack Bar,1650 S Casino Dr,Laughlin,Nevada,89029-1512,A
PIZZA MY DEAR,PIZZA MY DEAR,Restaurant,9320 W FLAMINGO,Las Vegas,Nevada,89147,A
Port of Subs,Port of Subs,Restaurant,9101 W Sahara Ave,Las Vegas,Nevada,89117-5772,A
REBEL #37 - SNACK BAR,Rebel Oil #37,Restaurant,2810 N Rancho Dr,Las Vegas,Nevada,89130-3309,A
Rio Rotunda Walk Up Bar,Rio Suites Hotel,Bar / Tavern,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,A
SBS CONCESSION BAR #6,SAM BOYD STADIUM,Bar / Tavern,7000 RUSSELL,Las Vegas,Nevada,89122,A
SBS/TMC CONCOURSE PORTABLE BAR #4,SAM BOYD STADIUM,Portable Unit,7000 RUSSELL,Las Vegas,Nevada,89122,A
SLS EDR HOTLINE 2,SLS LAS VEGAS,Special Kitchen,2535 S LAS VEGAS Blvd,Las Vegas,Nevada,89109-1137,A
SUPREME BURRITO,SUPREME BURRITO,Restaurant,3528 S MARYLAND 10,Las Vegas,Nevada,89169,A
Siena Italian Authentic Trattoria Lge,Siena Italian Auth Trattoria Bkry,Bar / Tavern,9500 W Sahara Ave,Las Vegas,Nevada,89117-5301,A
Southern Wine and Spirits Bar,Southern Wine and Spirits,Bar / Tavern,8400 S Jones Blvd,Las Vegas,Nevada,89139-6803,A
Subway #52353,Subway #52353,Restaurant,1300 W Sunset Rd,Henderson,Nevada,89014,A
TACOS LA DONA PUSF,TACOS LA DONA,Portable Unit,4561 E Bonanza Rd,Las Vegas,Nevada,89110-6303,A
TAQUERIA CANONITA HOTLINE,TAQUERIA CANONITA @ GRAND CANAL,Special Kitchen,3377 S Las Vegas Blvd 2160,Las Vegas,Nevada,89109-8941,A
THRIVE @ SHOPS AT SUMMERLIN,THRIVE HEALTH BAR - DOWNTOWN SUMMERLIN,Restaurant,1870 FESTIVAL PLAZA Dr,Las Vegas,Nevada,89135,A
TI LITTLE RICHIES DELI PREP KITCHEN,TREASURE ISLAND HOTEL & CASINO,Vegetable Prep,3300 S Las Vegas Blvd,Las Vegas,Nevada,89109-8916,A
TMA - MC11 FROZEN DRINK BAR & KEG COOLER,LEVY @ T-MOBILE ARENA,Bar / Tavern,3780 S LAS VEGAS,Las Vegas,Nevada,89109,A
TROPICAL SMOOTHIE CAFE #NV14,TROPICAL SMOOTHIE CAFE NV14,Restaurant,9440 W Sahara Ave 105,Las Vegas,Nevada,89117-8818,B
Villaggio Conference Center,Montelago Village-Lake Las Vegas,Caterer,30 via Brianza,Henderson,Nevada,89011-3631,A
WYNN MIZUMI EXHIBITION COOKING,WYNN HOTEL & CASINO,Restaurant,3131 S Las Vegas Blvd,Las Vegas,Nevada,89109-1929,A
WYNN SERVICE BAR 2,WYNN HOTEL & CASINO,Bar / Tavern,3131 S Las Vegas Blvd,Las Vegas,Nevada,89109-1929,A
WYNN WING LEI WOK KITCHEN,WYNN HOTEL & CASINO,Special Kitchen,3131 S Las Vegas Blvd,Las Vegas,Nevada,89109-1929,A
Wienerschnitzel #777,Wienerschnitzel #777,Restaurant,2060 E Serene Ave #101,Las Vegas,Nevada,89123-3214,A
Willows of Henderson Golf Cart,Willows of Henderson,Self-Service Food Truck,2020 W Horizon Ridge Pkwy,Henderson,Nevada,89012-2519,A
Wine 5 Cafe - deleted 6/1/16 gt,Wine 5 Cafe,Restaurant,3250 N Tenaya Way,Las Vegas,Nevada,89129-7430,A
YONG KANG STREET RESTAURANT,PARIS - YONG KANG STREET,Restaurant,3655 S LAS VEGAS,Las Vegas,Nevada,89109,A
808 TAPAS SUSHI BAR,808 TAPAS,Restaurant,9350 W SAHARA Ave 150,Las Vegas,Nevada,89110,A
AL MADINA HALAL FAMILY RESTAURANT,AL MADINA HALAL FAMILY RESTAURANT,Restaurant,4860 W DESERT INN,Las Vegas,Nevada,89102,A
AQUARIUS VINEYARD RESTAURANT,Aquarius Casino Resort,Restaurant,1900 S Casino Dr,Laughlin,Nevada,89029-1513,A
ARIA ROOM SERVICE BEVERAGE STATION,CITY CENTER HOTELS,Special Kitchen,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,A
ARK GONZALEZ Y GONZALEZ BAR,LV FESTIVAL FOOD CORP @ NY NY,Bar / Tavern,3790 S Las Vegas Blvd,Las Vegas,Nevada,89109-4338,A
Aliante Buffet Asian,Aliante Hotel & Casino,Banquet Support,7300 Aliante Pkwy,North Las Vegas,Nevada,89084,A
Allstar Snacks,All Star Snacks,Snack Bar,3040 Simmons St,North Las Vegas,Nevada,89032-3806,A
BABYSTACKS CAFE #3,BABYSTACKS CAFE,Restaurant,550 N STEPHANIE St D,Henderson,Nevada,89014,A
BALLYS SPORTSBOOK SERVICE BAR,BALLY'S GRAND HOTEL,Bar / Tavern,3645 S Las Vegas Blvd,Las Vegas,Nevada,89114,A
BELLAGIO SERVICE BAR 3,BELLAGIO HOTEL & CASINO,Bar / Tavern,3600 S Las Vegas Blvd,Las Vegas,Nevada,89109-4303,A
BILLS RESTAURANT,"CROMWELL LAS VEGAS, THE",Restaurant,3595 S Las Vegas Blvd,Las Vegas,Nevada,89109-8918,A
BLACK BEAR DINER #175 - HENDERSON,BLACK BEAR DINER #175 - HENDERSON,Restaurant,2751 N GREEN VALLEY Pkwy,Henderson,Nevada,89014,A
C STORE STORAGE,Primm Center II,Restaurant,115 W Primm Blvd,Primm,Nevada,89019-7017,A
CALIFORNIA PIZZA KITCHEN PREP/STORAGE,CALIFORNIA PIZZA KITCHEN @ THE PARK,Special Kitchen,3786 S LAS VEGAS Blvd D3,Las Vegas,Nevada,89158,A
