name,address,city,state,zip_code,current_score,current_grade,rating,review_count,restaurants_price_range2,restaurants_reservations,restaurants_delivery,restaurants_takeout,business_accepts_creditcards,accepts_apple_pay,good_for,bike_parking,good_for_kids,restaurants_good_for_groups,restaurants_attire,ambience,noise_level,alcohol,outdoor_seating,wifi,has_tv,caters,good_for_working,gender_neutral_restrooms,location_name,category_name,violations,current_demerits,inspection_demerits,inspection_score,inspection_grade,business_id,neighborhood,accepts_insurance,ages_allowed,byob,byob_corkage,best_nights,business_accepts_bitcoin,business_parking,byappointmentonly,coat_check,corkage,dietary_restrictions,dogs_allowed,drive_thru,good_for_dancing,good_for_meal,hair_specializes_in,happy_hour,music,open_24_hours,restaurants_counter_service,restaurants_table_service,smoking,wheelchair_accessible,accepts_google_pay,has_gluten_free_options,has_pool_table,liked_by_vegans,liked_by_vegetarians,offers_military_discount,waiter_service
A1 HOA SUPERMARKET,860 N HILL ST,LOS ANGELES,CA,90012,92,A,3.0,49.0,$,Null,Null,No,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
AA REGIONAL ADMIRAL'S CLUB,6022 AVION DR,LOS ANGELES,CA,90045,97,A,1.5,1510.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ABBY'S DINER,4862 EAGLE ROCK BLVD,LOS ANGELES,CA,90041,96,A,4.0,164.0,$,No,No,Yes,Yes,No,"Breakfast, Lunch",Yes,Yes,No,Casual,Casual,Average,No,No,No,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ABC CHINESE FOOD,100 W 7TH ST,LOS ANGELES,CA,90014,92,A,3.5,23.0,$,No,No,Yes,No,Null,Null,No,Yes,No,Casual,Null,Very Loud,No,No,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ABC EXPRESS CHINESE FOOD,1901 S ALAMEDA ST STE 102-B,LOS ANGELES,CA,90058,90,A,2.5,3.0,Null,No,No,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ABC NUTRITIONAL CARE,"4827 N HUNTINGTON DR # C,D&E",LOS ANGELES,CA,90032,99,A,5.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ABC RESTAURANT,708 NEW HIGH ST,LOS ANGELES,CA,90012,91,A,3.0,254.0,$,Yes,No,Yes,Yes,No,"Brunch, Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ABSOLUTE CAVIAR,7512 W SUNSET BLVD,LOS ANGELES,CA,90046,90,A,5.0,24.0,$$$,Null,Null,Yes,Yes,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ABSOLUTELY PHOBULOUS,350 N LA CIENEGA BLVD,LOS ANGELES,CA,90048,93,A,3.0,355.0,$,No,No,Yes,Yes,No,Lunch,Yes,Yes,No,Casual,Casual,Average,No,Yes,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ACA GRILL,3062 W 8TH ST,LOS ANGELES,CA,90005,90,A,4.5,336.0,$$,No,No,Yes,Yes,No,"Lunch, Dinner",No,Yes,Yes,Casual,Casual,Average,No,No,Free,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ACAI NATION,11740 SAN VICENTE BLVD # 103,LOS ANGELES,CA,90049,92,A,3.5,162.0,$,No,No,Yes,Yes,Yes,Breakfast,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,LOS ANGELES,CA,90015,99,A,3.5,477.0,$$,Null,Null,Null,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Free,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ACKEE BAMBOO JAMAICAN CUISIN,4305 DEGNAN BLVD STE 100,LOS ANGELES,CA,90008,92,A,4.0,245.0,$$,No,No,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ADAMS LAS RANAS CAFE RESTAUR,5237 W ADAMS BLVD,LOS ANGELES,CA,90016,91,A,4.0,645.0,$$,No,Yes,Yes,Yes,Yes,"Breakfast, Brunch, Lunch",Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ADAMS LIQUOR,4620 W ADAMS BLVD,LOS ANGELES,CA,90016,96,A,3.0,2.0,$$,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ADDY'S BAKERY,10960 S AVALON BLVD,LOS ANGELES,CA,90061,87,B,4.5,2.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ADLONG MEAT MARKET,1550 W ADAMS BLVD,LOS ANGELES,CA,90007,93,A,4.0,16.0,$,Null,Null,No,Yes,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ADMIRALS CLUB,400 WORLD WAY,LOS ANGELES,CA,90045,98,A,3.5,92.0,$$,No,Null,Null,Yes,No,Null,No,Null,Yes,Null,Casual,Quiet,Full Bar,No,Free,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ADVANCE FOOD MARKET,5469 W ADAMS BLVD,LOS ANGELES,CA,90016,94,A,3.0,9.0,$,Null,Null,No,Yes,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
AFFAIR WITH MY PLATE,11819 WILSHIRE BLVD # 103,LOS ANGELES,CA,90025,90,A,4.5,201.0,$$,Yes,Yes,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Quiet,No,Yes,Free,No,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
A-FRAME,12565 W WASHINGTON BLVD,LOS ANGELES,CA,90066,98,A,3.5,1709.0,$$,Yes,Yes,Yes,Yes,No,Dinner,Yes,No,Yes,Casual,Hipster,Loud,Full Bar,Yes,Free,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
AGC LIQUOR,4323 W SUNSET BLVD,LOS ANGELES,CA,90029,91,A,4.5,3.0,$$,Null,Null,No,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
AGRA CAFE,4325 W SUNSET BLVD,LOS ANGELES,CA,90029,90,A,4.0,413.0,$$,Yes,Yes,Yes,Yes,No,Dinner,Yes,Yes,Yes,Casual,Casual,Quiet,Beer & Wine Only,No,Free,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
AHGASSI GOPCHANG,3744 W 6TH ST,LOS ANGELES,CA,90005,91,A,4.0,725.0,$$,No,No,No,Yes,No,Dinner,Yes,Yes,Yes,Casual,Casual,Loud,Beer & Wine Only,No,Free,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
AHIMAHI FISH GRILL,5650 MANCHESTER AVE STE C,LOS ANGELES,CA,90045,90,A,3.5,84.0,$,No,No,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
AHMANSON FOUNDERS ROOM,135 N GRAND AVE,LOS ANGELES,CA,90012,99,A,4.5,43.0,$$,Null,Null,Null,Yes,Null,Null,Yes,Yes,Yes,Null,Touristy,Average,Full Bar,Yes,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
AHMANSON GROUND GRAND BAR,135 N GRAND AVE STE 311,LOS ANGELES,CA,90012,97,A,4.5,439.0,$$,Null,Null,Null,Yes,No,Null,Yes,Yes,Yes,Null,Classy,Average,Full Bar,No,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
AHMANSON WEST BAR,135 N GRAND AVE,LOS ANGELES,CA,90012,99,A,4.5,439.0,$$,Null,Null,Null,Yes,No,Null,Yes,Yes,Yes,Null,Classy,Average,Full Bar,No,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
AIR CANADA MAPLE LEAF LOUNGE,200 WORLD WAY # T2,LOS ANGELES,CA,90045,91,A,2.5,49.0,$,No,Null,Null,Yes,No,Null,No,Null,Yes,Null,Classy,Quiet,Beer & Wine Only,No,Free,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
AIR NEW ZEALAND LOUNGE,200 WORLD WAY,LOS ANGELES,CA,90045,96,A,4.0,92.0,$,No,Null,Null,Yes,Yes,Null,No,Null,Yes,Null,Casual,Average,Full Bar,Yes,Free,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
AIRLINER,2419 N BROADWAY,LOS ANGELES,CA,90031,90,A,3.0,188.0,$,No,Null,Null,Yes,Null,Null,Yes,Null,Yes,Null,Null,Very Loud,Full Bar,Yes,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
AIRPORT ARCO MINI MART,9200 S AVIATION BLVD,LOS ANGELES,CA,90045,96,A,3.5,27.0,$$,Null,Null,Yes,Yes,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
AJISEN RAMEN,10250 SANTA MONICA BLVD # # PC1,LOS ANGELES,CA,90067,95,A,3.5,317.0,$$,No,No,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
AKBAR,4356 W SUNSET BLVD,LOS ANGELES,CA,90029,97,A,3.5,326.0,$,No,Null,Null,Yes,No,Null,Yes,Null,Yes,Null,Divey,Loud,Full Bar,No,No,No,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
AKI RESTAURANT,11513 SANTA MONICA BLVD,LOS ANGELES,CA,90025,95,A,4.0,160.0,$$,Yes,No,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Free,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
AL AND BEAS RESTAURANT,2025 E 1ST ST,LOS ANGELES,CA,90033,91,A,4.0,528.0,$,No,No,Yes,No,No,Lunch,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
AL GELATO,806 S ROBERTSON BLVD,LOS ANGELES,CA,90035,92,A,4.0,561.0,$$,Yes,Yes,Yes,Yes,No,Null,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
AL LAYALI,980 N LA CIENEGA BLVD,LOS ANGELES,CA,90069,95,A,4.0,249.0,$$,Yes,Yes,Yes,Yes,No,Null,Yes,No,Yes,Casual,Null,Average,No,Yes,Free,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
AL WAZIR CHICKEN,6051 HOLLYWOOD BLVD STE #104,LOS ANGELES,CA,90028,91,A,4.0,436.0,$,Yes,Yes,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALADDIN COFFEE SHOP,1150 S HOPE ST,LOS ANGELES,CA,90015,91,A,4.5,109.0,$,No,No,Yes,Yes,No,"Breakfast, Brunch, Lunch",Yes,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALADIN SWEETS & MARKET,139 S VERMONT AVE,LOS ANGELES,CA,90004,90,A,3.5,146.0,$,Null,No,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Divey,Average,No,No,Free,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALADIN SWEETS AND MARKET,145 S VERMONT AVE,LOS ANGELES,CA,90004,91,A,3.5,146.0,$,Null,No,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Divey,Average,No,No,Free,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALAMEDA CARNICERIA,4501 S ALAMEDA ST #P-3,LOS ANGELES,CA,90058,91,A,4.0,2.0,$,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALAMEDA SNACK SHOP,4501 S ALAMEDA ST # W-09,LOS ANGELES,CA,90058,96,A,4.0,51.0,$,Null,Null,Yes,No,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALAMEDA STRIP,4209 S ALAMEDA ST,LOS ANGELES,CA,90058,90,A,3.0,18.0,$$,No,Null,Null,Yes,No,Null,Yes,Null,Yes,Null,Divey,Loud,Full Bar,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALASKA AIRLINES BOARDROOM,600 WORLD WAY #4708,LOS ANGELES,CA,90045,94,A,3.5,171.0,$$,No,Null,Null,Yes,No,Null,No,Null,Yes,Null,Casual,Quiet,Full Bar,No,Free,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALBITA'S GRILL,2851 CRENSHAW BLVD,LOS ANGELES,CA,90016,93,A,4.5,35.0,$,Yes,No,Yes,Yes,Null,"Breakfast, Lunch, Dinner",No,Yes,Yes,Casual,Casual,Average,No,No,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALCOVE CAFE & BAKERY,1929 HILLHURST AVE,LOS ANGELES,CA,90027,99,A,4.0,3632.0,$$,No,No,Yes,Yes,No,"Breakfast, Brunch, Lunch",Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALEGRIA  MEXICAN FOOD,3510 W SUNSET BLVD,LOS ANGELES,CA,90026,92,A,3.5,303.0,$$,No,No,Yes,Yes,Yes,Brunch,Yes,Yes,Yes,Casual,Hipster,Average,No,No,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALEJANDRA'S BAKERY,9816 S NORMANDIE AVE,LOS ANGELES,CA,90044,94,A,5.0,9.0,$,Null,Null,Yes,Yes,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALEJO'S PRESTO TRATTORIA,8343 LINCOLN BLVD,LOS ANGELES,CA,90045,95,A,4.0,464.0,$$,Yes,Yes,Yes,Yes,No,Dinner,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALEX BURGERS,4767 E OLYMPIC BLVD,LOS ANGELES,CA,90022,92,A,3.5,58.0,$,No,No,Yes,Yes,No,Null,Yes,Yes,Yes,Casual,Null,Average,No,No,No,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALEX DISCOUNT STORE,2830 N BROADWAY,LOS ANGELES,CA,90031,96,A,3.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALEX FISH MARKET,1451 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,CA,90062,97,A,3.5,46.0,$,Null,Null,Yes,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALEX SANDWICH,1242 S SANTEE ST # A,LOS ANGELES,CA,90015,95,A,4.5,18.0,$,No,Yes,Yes,No,No,Null,Yes,Yes,No,Casual,Null,Loud,No,No,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALEX SANDWICH SHOP,1242 S SANTEE ST # A,LOS ANGELES,CA,90015,92,A,4.5,18.0,$,No,Yes,Yes,No,No,Null,Yes,Yes,No,Casual,Null,Loud,No,No,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
