ACTIVITY DATE,RECORD ID,NAME,ADDRESS,SITE ADDRESS,SITE CITY,SITE STATE,SITE ZIP,PROGRAM ELEMENT CODE,PROGRAM ELEMENT CODE DESCRIPTION,SERVICE DESCRIPTION,ROW ID,VIOLATION CODE,VIOLATION CODE DESCRIPTION,POINTS,SCORE,GRADE,COUNT,RATING,REVIEW,PRICE,PHONE,Takes Reservations,Delivery,Take-out,Accepts Credit Cards,Accepts Apple Pay,Good For,Parking,Bike Parking,Good for Kids,Good for Groups,Attire,Ambience,Noise Level,Alcohol,Outdoor Seating,Wi-Fi,Has TV,Caters,Good for Working,Gender Neutral Restrooms
1/26/2015,PR0014540,ABBY'S DINER,"4862 EAGLE ROCK BLVD  LOS ANGELES, CA 90041",4862 EAGLE ROCK BLVD,LOS ANGELES,CA,90041,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVCS0LQCD,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,96,A,1,4,164,$,13232572229,No,No,Yes,Yes,No,"Breakfast, Lunch",Street,Yes,Yes,No,Casual,Casual,Average,No,No,No,Yes,No,,
10/6/2014,PR0009797,ABC CHINESE FOOD,"100 W 7TH ST LOS ANGELES, CA 90014",100 W 7TH ST,LOS ANGELES,CA,90014,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVKOTBWCY,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,92,A,1,3.5,23,$,12136271307,No,No,Yes,No,,,,No,Yes,No,Casual,,Very Loud,No,No,No,No,Yes,,
6/1/2015,PR0164720,ABC EXPRESS CHINESE FOOD,"1901 S ALAMEDA ST STE 102-B LOS ANGELES, CA 90058",1901 S ALAMEDA ST STE 102-B,LOS ANGELES,CA,90058,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVZQWR6VN,16F023,"# 23. No rodents, insects, birds, or animals",4,90,A,1,2.5,3,,12137461494,No,No,Yes,No,,,,,,,,,,,,,,,,
9/30/2015,PR0169809,ABC NUTRITIONAL CARE,"4827 N HUNTINGTON DR # C,D&E LOS ANGELES, CA 90032","4827 N HUNTINGTON DR # C,D&E",LOS ANGELES,CA,90032,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",ROUTINE INSPECTION,IV20XKW2C,16F043,# 43. Premises; personal/cleaning items; vermin-proofing,1,99,A,1,5,1,,13233429240,,,,,,,,,,,,,,,,,,,,
7/15/2015,PR0167596,ABC RESTAURANT,"708 NEW HIGH ST LOS ANGELES, CA 90012",708 NEW HIGH ST,LOS ANGELES,CA,90012,1641,RESTAURANT (151 + ) SEATS HIGH RISK,ROUTINE INSPECTION,IVJWZLSLT,16F030,# 30. Food properly stored; food storage containers identified,1,91,A,1,3,254,$,12136802887,Yes,No,Yes,Yes,No,"Brunch, Lunch, Dinner","Street, Private Lot",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,Yes,,
12/19/2014,PR0153681,ABSOLUTE CAVIAR,"7512 W SUNSET BLVD LOS ANGELES, CA 90046",7512 W SUNSET BLVD,LOS ANGELES,CA,90046,1611,"FOOD MKT RETAIL (25-1,999 SF) MODERATE RISK",ROUTINE INSPECTION,IVUN3OETO,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,90,A,1,5,24,$$$,13236302250,,,Yes,Yes,,,,Yes,,,,,,,,,,Yes,,
2/4/2015,PR0019619,ABSOLUTELY PHOBULOUS,"350 N LA CIENEGA BLVD  LOS ANGELES, CA 90048",350 N LA CIENEGA BLVD,LOS ANGELES,CA,90048,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVYPGMVZY,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,93,A,1,3,355,$,13103603930,No,No,Yes,Yes,No,Lunch,Street,Yes,Yes,No,Casual,Casual,Average,No,Yes,No,No,No,,
2/11/2015,PR0157198,ACA GRILL,"3062 W 8TH ST LOS ANGELES, CA 90005",3062 W 8TH ST,LOS ANGELES,CA,90005,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVL4NVVTB,16F007,# 7. Proper hot and cold holding temperatures,4,90,A,1,4.5,336,$$,12136747708,No,No,Yes,Yes,No,"Lunch, Dinner","Street, Private Lot",No,Yes,Yes,Casual,Casual,Average,No,No,Free,No,Yes,,
1/15/2015,PR0153867,ACAI NATION,"11740 SAN VICENTE BLVD # 103 LOS ANGELES, CA 90049",11740 SAN VICENTE BLVD # 103,LOS ANGELES,CA,90049,1630,RESTAURANT (0-30) SEATS LOW RISK,ROUTINE INSPECTION,IV4IZGLKJ,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,92,A,1,3.5,162,$,13104426655,No,No,Yes,Yes,Yes,Breakfast,"Street, Private Lot",Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,No,,
7/31/2015,PR0167748,ACE HOTEL DOWNTOWN LOS ANGELES,"929 S BROADWAY ST LOS ANGELES, CA 90015",929 S BROADWAY ST,LOS ANGELES,CA,90015,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVIHZPVW7,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,99,A,1,3.5,477,$$,12136233233,,,,Yes,No,,,,,,,,,,,Free,,,,
6/23/2015,PR0042515,ACKEE BAMBOO JAMAICAN CUISIN,"4305 DEGNAN BLVD STE 100 LOS ANGELES, CA 90008",4305 DEGNAN BLVD STE 100,LOS ANGELES,CA,90008,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVE60R30K,16F007,# 7. Proper hot and cold holding temperatures,4,92,A,1,4,245,$$,13232957275,No,No,Yes,Yes,No,"Lunch, Dinner",Street,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,Yes,Yes,,
2/10/2015,PR0026398,ADAMS LAS RANAS CAFE RESTAUR,"5237 W ADAMS BLVD  LOS ANGELES, CA 90016",5237 W ADAMS BLVD,LOS ANGELES,CA,90016,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVWWH098T,16F021,# 21. Hot and cold water available,2,91,A,1,4,645,$$,18558639107,No,Yes,Yes,Yes,Yes,"Breakfast, Brunch, Lunch",Street,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,Yes,No,,Yes
10/21/2014,PR0152899,ADAMS LIQUOR,"4620 W ADAMS BLVD LOS ANGELES, CA 90016",4620 W ADAMS BLVD,LOS ANGELES,CA,90016,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",ROUTINE INSPECTION,IVPGC4BJ8,16F036,"# 36. Equipment, utensils and linens: storage and use",1,96,A,1,3,2,$$,13237329584,,,,Yes,,,,,,,,,,,,,,,,
8/24/2015,PR0017304,ADDY'S BAKERY,"10960 S AVALON BLVD  LOS ANGELES, CA 90061",10960 S AVALON BLVD,LOS ANGELES,CA,90061,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IV1T58P47,16F006,# 6. Adequate handwashing facilities supplied & accessible,2,87,B,1,4.5,2,,13237543439,,,,,,,,,,,,,,,,,,,,
1/5/2016,PR0020090,ADLONG MEAT MARKET,"1550 W ADAMS BLVD  LOS ANGELES, CA 90007",1550 W ADAMS BLVD,LOS ANGELES,CA,90007,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",ROUTINE INSPECTION,IV0EBFBVV,16F036,"# 36. Equipment, utensils and linens: storage and use",1,93,A,1,4,16,$,13237355344,,,No,Yes,,,Private Lot,Yes,,,,,,,,,,,,
10/23/2014,PR0039379,ADMIRALS CLUB,"400 WORLD WAY LOS ANGELES, CA 90045",400 WORLD WAY,LOS ANGELES,CA,90045,1634,RESTAURANT (31-60) SEATS MODERATE RISK,ROUTINE INSPECTION,IVUWK5XLV,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,98,A,1,3.5,92,$$,13106653501,No,,,Yes,No,,Garage,No,,Yes,,Casual,Quiet,Full Bar,No,Free,Yes,,,
2/12/2015,PR0006813,ADVANCE FOOD MARKET,"5469 W ADAMS BLVD  LOS ANGELES, CA 90016",5469 W ADAMS BLVD,LOS ANGELES,CA,90016,1612,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",ROUTINE INSPECTION,IVSSVY0SB,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,94,A,1,3,9,$,13239363957,,,No,Yes,,,Private Lot,Yes,,,,,,,,,,,,
11/19/2015,PR0172413,AFFAIR WITH MY PLATE,"11819 WILSHIRE BLVD # 103 LOS ANGELES, CA 90025",11819 WILSHIRE BLVD # 103,LOS ANGELES,CA,90025,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVYOXOL4M,16F043,# 43. Premises; personal/cleaning items; vermin-proofing,1,90,A,1,4.5,201,$$,13104799500,Yes,Yes,Yes,Yes,Yes,"Lunch, Dinner",Garage,Yes,Yes,Yes,Casual,Casual,Quiet,No,Yes,Free,No,Yes,,Yes
12/10/2015,PR0027881,A-FRAME,"12565 W WASHINGTON BLVD  LOS ANGELES, CA 90066",12565 W WASHINGTON BLVD,LOS ANGELES,CA,90066,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVIFPFFYB,16F037,"# 37. Adequate ventilation and lighting; designated areas, use",1,98,A,1,3.5,1709,$$,13103987700,Yes,Yes,Yes,Yes,No,Dinner,"Street, Private Lot",Yes,No,Yes,Casual,Hipster,Loud,Full Bar,Yes,Free,Yes,Yes,,
11/19/2015,PR0151738,AGC LIQUOR,"4323 W SUNSET BLVD LOS ANGELES, CA 90029",4323 W SUNSET BLVD,LOS ANGELES,CA,90029,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVMTRRCZH,16F046,# 46. Signs posted; last inspection report available,1,91,A,1,4.5,3,$$,13236627800,,,No,Yes,Yes,,Valet,Yes,,,,,,,,,,No,,
10/29/2015,PR0038563,AGRA CAFE,"4325 W SUNSET BLVD  LOS ANGELES, CA 90029",4325 W SUNSET BLVD,LOS ANGELES,CA,90029,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVPLYZ0NR,16F046,# 46. Signs posted; last inspection report available,1,90,A,1,4,413,$$,13236657890,Yes,Yes,Yes,Yes,No,Dinner,"Valet, Private Lot, Validated",Yes,Yes,Yes,Casual,Casual,Quiet,Beer & Wine Only,No,Free,Yes,Yes,,Yes
1/22/2015,PR0121638,AHGASSI GOPCHANG,"3744 W 6TH ST LOS ANGELES, CA 90005",3744 W 6TH ST,LOS ANGELES,CA,90005,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVFOMSUL0,16F023,"# 23. No rodents, insects, birds, or animals",2,91,A,1,4,725,$$,12132499678,No,No,No,Yes,No,Dinner,Valet,Yes,Yes,Yes,Casual,Casual,Loud,Beer & Wine Only,No,Free,No,No,,
9/8/2015,PR0168244,AHIMAHI FISH GRILL,"5650 MANCHESTER AVE STE C LOS ANGELES, CA 90045",5650 MANCHESTER AVE STE C,LOS ANGELES,CA,90045,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVQIIQ0C8,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,90,A,1,3.5,84,$,14243518313,No,No,Yes,Yes,No,"Lunch, Dinner",Garage,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,Yes,,
6/29/2015,PR0034632,AHMANSON FOUNDERS ROOM,"135 N GRAND AVE  LOS ANGELES, CA 90012",135 N GRAND AVE,LOS ANGELES,CA,90012,1633,RESTAURANT (31-60) SEATS LOW RISK,ROUTINE INSPECTION,IVY2PNI20,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,99,A,1,4.5,43,$$,12139727211,,,,Yes,,,Garage,Yes,Yes,Yes,,Touristy,Average,Full Bar,Yes,,No,,,
6/29/2015,PR0047125,AHMANSON GROUND GRAND BAR,"135 N GRAND AVE STE 311 LOS ANGELES, CA 90012",135 N GRAND AVE STE 311,LOS ANGELES,CA,90012,1630,RESTAURANT (0-30) SEATS LOW RISK,ROUTINE INSPECTION,IVWMYP6ZT,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,97,A,1,4.5,439,$$,12136282772,,,,Yes,No,,Garage,Yes,Yes,Yes,,Classy,Average,Full Bar,No,,No,,,
6/29/2015,PR0047066,AHMANSON WEST BAR,"135 N GRAND AVE  LOS ANGELES, CA 90012",135 N GRAND AVE,LOS ANGELES,CA,90012,1633,RESTAURANT (31-60) SEATS LOW RISK,ROUTINE INSPECTION,IVOHYTHRE,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,99,A,1,4.5,439,$$,12136282772,,,,Yes,No,,Garage,Yes,Yes,Yes,,Classy,Average,Full Bar,No,,No,,,
11/13/2014,PR0042529,AIR CANADA MAPLE LEAF LOUNGE,"200 WORLD WAY # T2 LOS ANGELES, CA 90045",200 WORLD WAY # T2,LOS ANGELES,CA,90045,1637,RESTAURANT (61-150) SEATS MODERATE RISK,ROUTINE INSPECTION,IVGRNUT0Z,16F048,# 47. Permits Available,1,91,A,1,2.5,49,$,,No,,,Yes,No,,,No,,Yes,,Classy,Quiet,Beer & Wine Only,No,Free,Yes,,,
11/13/2014,PR0027746,AIR NEW ZEALAND LOUNGE,"200 WORLD WAY  LOS ANGELES, CA 90045",200 WORLD WAY,LOS ANGELES,CA,90045,1640,RESTAURANT (151 + ) SEATS MODERATE RISK,ROUTINE INSPECTION,IVDBNA1EZ,16F052,# 1b. Food safety certification,2,96,A,1,4,92,$,,No,,,Yes,Yes,,Garage,No,,Yes,,Casual,Average,Full Bar,Yes,Free,Yes,,,
2/11/2015,PR0012892,AIRLINER,"2419 N BROADWAY  LOS ANGELES, CA 90031",2419 N BROADWAY,LOS ANGELES,CA,90031,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVQN9DVV7,16F014,# 14. Food contact surfaces: clean and sanitized,4,90,A,1,3,188,$,13232210771,No,,,Yes,,,Street,Yes,,Yes,,,Very Loud,Full Bar,Yes,No,Yes,,,
6/29/2015,PR0029870,AIRPORT ARCO MINI MART,"9200 S AVIATION BLVD  LOS ANGELES, CA 90045",9200 S AVIATION BLVD,LOS ANGELES,CA,90045,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",ROUTINE INSPECTION,IVXZ0GKWS,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,96,A,1,3.5,27,$$,,,,Yes,Yes,,,,No,,,,,,,,,,,,
2/23/2015,PR0002848,AJISEN RAMEN,"10250 SANTA MONICA BLVD # # PC1 LOS ANGELES, CA 90067",10250 SANTA MONICA BLVD # # PC1,LOS ANGELES,CA,90067,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVH6CUGBW,16F014,# 14. Food contact surfaces: clean and sanitized,2,95,A,1,3.5,317,$$,13105561188,No,No,Yes,Yes,No,"Lunch, Dinner",Garage,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,No,No,,
6/24/2015,PR0028652,AKBAR,"4356 W SUNSET BLVD  LOS ANGELES, CA 90029",4356 W SUNSET BLVD,LOS ANGELES,CA,90029,1633,RESTAURANT (31-60) SEATS LOW RISK,ROUTINE INSPECTION,IVN5LJY09,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,97,A,1,3.5,326,$,13236656810,No,,,Yes,No,,Street,Yes,,Yes,,Divey,Loud,Full Bar,No,No,No,,,Yes
6/25/2015,PR0011103,AKI RESTAURANT,"11513 SANTA MONICA BLVD  LOS ANGELES, CA 90025",11513 SANTA MONICA BLVD,LOS ANGELES,CA,90025,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVVMHZWSP,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,95,A,1,4,160,$$,13104798406,Yes,No,Yes,Yes,No,"Lunch, Dinner",Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Free,Yes,No,,
12/8/2015,PR0029322,AL AND BEAS RESTAURANT,"2025 E 1ST ST  LOS ANGELES, CA 90033",2025 E 1ST ST,LOS ANGELES,CA,90033,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVEAUKMAK,16F038,# 38. Thermometers provided and accurate,1,91,A,1,4,528,$,13232678810,No,No,Yes,No,No,Lunch,Street,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,No,,
1/22/2015,PR0012267,AL GELATO,"806 S ROBERTSON BLVD  LOS ANGELES, CA 90035",806 S ROBERTSON BLVD,LOS ANGELES,CA,90035,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVAKZ4JPR,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,92,A,1,4,561,$$,13106598069,Yes,Yes,Yes,Yes,No,,Street,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,Yes,,
10/23/2014,PR0121648,AL LAYALI,"980 N LA CIENEGA BLVD LOS ANGELES, CA 90069",980 N LA CIENEGA BLVD,LOS ANGELES,CA,90069,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVU8EITIX,16F036,"# 36. Equipment, utensils and linens: storage and use",1,95,A,1,4,249,$$,13103600400,Yes,Yes,Yes,Yes,No,,Street,Yes,No,Yes,Casual,,Average,No,Yes,Free,Yes,Yes,,
10/3/2014,PR0024593,AL WAZIR CHICKEN,"6051 HOLLYWOOD BLVD STE #104 LOS ANGELES, CA 90028",6051 HOLLYWOOD BLVD STE #104,LOS ANGELES,CA,90028,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVZ0WTDAK,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,91,A,1,4,436,$,13238560660,Yes,Yes,Yes,Yes,No,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,Yes,,Yes
12/29/2014,PR0043446,ALADDIN COFFEE SHOP,"1150 S HOPE ST  LOS ANGELES, CA 90015",1150 S HOPE ST,LOS ANGELES,CA,90015,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVQRGHYUL,16F007,# 7. Proper hot and cold holding temperatures,4,91,A,1,4.5,109,$,,No,No,Yes,Yes,No,"Breakfast, Brunch, Lunch",Street,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,,,
12/15/2014,PR0008287,ALADIN SWEETS & MARKET,"139 S VERMONT AVE  LOS ANGELES, CA 90004",139 S VERMONT AVE,LOS ANGELES,CA,90004,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVRT0JI9H,16F043,# 43. Premises; personal/cleaning items; vermin-proofing,1,90,A,1,3.5,146,$,12133829592,,No,Yes,Yes,No,"Lunch, Dinner","Street, Private Lot",Yes,Yes,Yes,Casual,Divey,Average,No,No,Free,Yes,Yes,,Yes
8/10/2015,PR0019525,ALADIN SWEETS AND MARKET,"145 S VERMONT AVE  LOS ANGELES, CA 90004",145 S VERMONT AVE,LOS ANGELES,CA,90004,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVY3ZKR0W,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,91,A,1,3.5,146,$,12133829592,,No,Yes,Yes,No,"Lunch, Dinner","Street, Private Lot",Yes,Yes,Yes,Casual,Divey,Average,No,No,Free,Yes,Yes,,Yes
11/6/2014,PR0148888,ALAMEDA CARNICERIA,"4501 S ALAMEDA ST #P-3 LOS ANGELES, CA 90058",4501 S ALAMEDA ST #P-3,LOS ANGELES,CA,90058,1612,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",ROUTINE INSPECTION,IVDMITI8J,16F039,# 39. Wiping cloths: properly used and stored,1,91,A,1,4,2,$,13232349234,,,,Yes,,,,,,,,,,,,,,,,
11/24/2014,PR0014018,ALAMEDA SNACK SHOP,"4501 S ALAMEDA ST # W-09 LOS ANGELES, CA 90058",4501 S ALAMEDA ST # W-09,LOS ANGELES,CA,90058,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVYTI5PCS,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,96,A,1,4,51,$,13232332764,,,Yes,No,No,,"Street, Private Lot",Yes,,,,,,,,,,,,
2/12/2015,PR0157457,ALAMEDA STRIP,"4209 S ALAMEDA ST LOS ANGELES, CA 90058",4209 S ALAMEDA ST,LOS ANGELES,CA,90058,1637,RESTAURANT (61-150) SEATS MODERATE RISK,ROUTINE INSPECTION,IVWBZA9AW,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,90,A,1,3,18,$$,13232316100,No,,,Yes,No,,Private Lot,Yes,,Yes,,Divey,Loud,Full Bar,No,No,Yes,,,
4/30/2015,PR0022470,ALASKA AIRLINES BOARDROOM,"600 WORLD WAY #4708 LOS ANGELES, CA 90045",600 WORLD WAY #4708,LOS ANGELES,CA,90045,1636,RESTAURANT (61-150) SEATS LOW RISK,ROUTINE INSPECTION,IV296GXL5,16F014,# 14. Food contact surfaces: clean and sanitized,2,94,A,1,3.5,171,$$,13103424476,No,,,Yes,No,,Garage,No,,Yes,,Casual,Quiet,Full Bar,No,Free,Yes,,,
9/28/2015,PR0170145,ALBITA'S GRILL,"2851 CRENSHAW BLVD LOS ANGELES, CA 90016",2851 CRENSHAW BLVD,LOS ANGELES,CA,90016,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IV0ULEQ8U,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,93,A,1,4.5,35,$,13233739670,Yes,No,Yes,Yes,,"Breakfast, Lunch, Dinner",Street,No,Yes,Yes,Casual,Casual,Average,No,No,No,No,Yes,,
12/18/2014,PR0008481,ALCOVE CAFE & BAKERY,"1929 HILLHURST AVE  LOS ANGELES, CA 90027",1929 HILLHURST AVE,LOS ANGELES,CA,90027,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVEORMDEX,16F029,"# 29. Toxic substances properly identified, stored, used",1,99,A,1,4,3632,$$,13236440100,No,No,Yes,Yes,No,"Breakfast, Brunch, Lunch","Valet, Street",Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,No,Yes,,
12/22/2014,PR0005765,ALEGRIA  MEXICAN FOOD,"3510 W SUNSET BLVD  LOS ANGELES, CA 90026",3510 W SUNSET BLVD,LOS ANGELES,CA,90026,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVPC40KFM,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,92,A,1,3.5,303,$$,13237257800,No,No,Yes,Yes,Yes,Brunch,,Yes,Yes,Yes,Casual,Hipster,Average,No,No,No,No,No,,
10/31/2014,PR0000094,ALEJANDRA'S BAKERY,"9816 S NORMANDIE AVE  LOS ANGELES, CA 90044",9816 S NORMANDIE AVE,LOS ANGELES,CA,90044,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVVXKWYM8,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,94,A,1,5,9,$,13232429910,,,Yes,Yes,,,,Yes,,,,,,,,,,,,
11/20/2014,PR0004061,ALEJO'S PRESTO TRATTORIA,"8343 LINCOLN BLVD  LOS ANGELES, CA 90045",8343 LINCOLN BLVD,LOS ANGELES,CA,90045,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVUVYQMG0,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,95,A,1,4,464,$$,13106706677,Yes,Yes,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,,
1/26/2015,PR0019375,ALEX BURGERS,"4767 E OLYMPIC BLVD  LOS ANGELES, CA 90022",4767 E OLYMPIC BLVD,LOS ANGELES,CA,90022,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVIW7SJ9U,16F039,# 39. Wiping cloths: properly used and stored,1,92,A,1,3.5,58,$,13232688156,No,No,Yes,Yes,No,,Private Lot,Yes,Yes,Yes,Casual,,Average,No,No,No,Yes,No,,Yes
10/1/2015,PR0169397,ALEX DISCOUNT STORE,"2830 N BROADWAY LOS ANGELES, CA 90031",2830 N BROADWAY,LOS ANGELES,CA,90031,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVN8W1DNX,16F043,# 43. Premises; personal/cleaning items; vermin-proofing,1,96,A,1,3,1,,13232212329,,,,,,,,,,,,,,,,,,,,
4/21/2015,PR0004662,ALEX FISH MARKET,"1451 W MARTIN LUTHER KING JR BLVD LOS ANGELES, CA 90062",1451 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,CA,90062,1612,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",ROUTINE INSPECTION,IV0B2LYFX,16F039,# 39. Wiping cloths: properly used and stored,1,97,A,1,3.5,46,$,13232984515,,,Yes,Yes,No,,Private Lot,Yes,,,,,,,,,,,,
6/14/2016,PR0175623,ALEX SANDWICH,"1242 S SANTEE ST # A LOS ANGELES, CA 90015",1242 S SANTEE ST # A,LOS ANGELES,CA,90015,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IV00O1IHD,16F023,"# 23. No rodents, insects, birds, or animals",2,95,A,1,4.5,18,$,12137473110,No,Yes,Yes,No,No,,,Yes,Yes,No,Casual,,Loud,No,No,No,No,No,,
10/6/2015,PR0038888,ALEX SANDWICH SHOP,"1242 S SANTEE ST # A LOS ANGELES, CA 90015",1242 S SANTEE ST # A,LOS ANGELES,CA,90015,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVIT0Q1YB,16F023,"# 23. No rodents, insects, birds, or animals",2,92,A,1,4.5,18,$,12137473110,No,Yes,Yes,No,No,,,Yes,Yes,No,Casual,,Loud,No,No,No,No,No,,
10/1/2015,PR0043106,ALEXANDER'S BRITE SPOT,"1918 W SUNSET BLVD  LOS ANGELES, CA 90026",1918 W SUNSET BLVD,LOS ANGELES,CA,90026,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVDFXAB6R,16F041,# 41. Garbage and refuse properly disposed; facilities maintained,1,90,A,1,3,968,$$,12134849800,No,No,Yes,Yes,No,"Breakfast, Brunch, Late Night","Street, Private Lot",Yes,Yes,Yes,Casual,"Hipster, Casual",Average,No,Yes,No,No,No,,
10/7/2014,PR0042004,ALFRED COFFEE & KITCHEN,"8428 MELROSE PL STE #A LOS ANGELES, CA 90069",8428 MELROSE PL STE #A,LOS ANGELES,CA,90069,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVDIN0FZJ,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,90,A,1,4,669,$$,13239440811,No,No,Yes,Yes,Yes,Breakfast,"Valet, Garage, Street",Yes,No,Yes,Casual,"Hipster, Casual, Trendy",Average,No,Yes,Free,No,Yes,Yes,Yes
